pwsid,arsenic
NC0407010 ,0
NC0407015,0
NC0407015 ,0
NC0407020,0
NC0407020 ,0
NC0407025,0
NC0407025 ,0
NC0407030 ,0
NC0407040,0
NC0407040 ,0
NC0407111,0
NC0407111 ,0
NC0407119 ,0
NC0407545,0
NC0407545 ,0
NC0407557,0
NC0407557 ,0
NC0407558,0
NC0407558 ,0
NC0407559,0
NC0407559 ,0
NC0407560,0
NC0407560 ,0
NC0407593 ,0
NC0407597 ,0
NC0408010,0
NC0408010 ,0
NC0408015,0
NC0408015 ,0
NC0408040,0
NC0408040 ,0
NC0408055,0
NC0408055 ,0
NC0408085,0
NC0408085 ,0
NC0408408 ,0
NC0408417,0
NC0408417 ,0
NC0410045,0
NC0410045 ,0
NC0410130,0
NC0410130 ,0
NC0410467 ,0
NC0410518 ,0
NC0410551 ,0
NC0410573 ,0
NC0415010,0
NC0415010 ,0
NC0415015,0
NC0415015 ,0
NC0416010,0
NC0416010 ,0
NC0416015,0
NC0416015 ,0
NC0416020,0
NC0416020 ,0
NC0416025,0
NC0416025 ,0
NC0416028,0
NC0416028 ,0
NC0416031,0
NC0416031 ,0
NC0416035,0
NC0416035 ,0
NC0416040,0
NC0416040 ,0
NC0416101,0
NC0416101 ,0
NC0416113,0
NC0416113 ,0
NC0416117,0
NC0416117 ,0
NC0416130,0
NC0416130 ,0
NC0416136 ,0
NC0416140,0
NC0416140 ,0
NC0416142,0
NC0416142 ,0
NC0416160,0
NC0416160 ,0
NC0416163,0
NC0416163 ,0
NC0416165,0
NC0416165 ,0
NC0416166,0
NC0416167,0
NC0416167 ,0
NC0416172,0
NC0416172 ,0
NC0416174,0
NC0416174 ,0
NC0416181 ,0
NC0416182,0
NC0416182 ,0
NC0416186,0
NC0416187,0
NC0416187 ,0
NC0416191 ,0
NC0416192,0
NC0416192 ,0
NC0416193 ,0
NC0416195 ,0
NC0416197,0
NC0416197 ,0
NC0416198,0
NC0416198 ,0
NC0416205,0
NC0416205 ,0
NC0416221,0
NC0416221 ,0
NC0416402,0
NC0416402 ,0
NC0416406,0
NC0416406 ,0
NC0416410,0
NC0416410 ,0
NC0416414,0
NC0416414 ,0
NC0416447,0
NC0416447 ,0
NC0416449,0
NC0416449 ,0
NC0416489,0
NC0416489 ,0
NC0421010,0
NC0421010 ,0
NC0421015,0
NC0421015 ,0
NC0424010,0
NC0424010 ,0
NC0424015,0
NC0424015 ,0
NC0424020,0
NC0424020 ,0
NC0424030,0
NC0424030 ,0
NC0424040,0
NC0424045,0
NC0424045 ,0
NC0424050,0
NC0424050 ,0
NC0424055,0
NC0424055 ,0
NC0424102,0
NC0424110 ,0
NC0424414,0
NC0424414 ,0
NC0424415,0
NC0424415 ,0
NC0424416 ,0
NC0424437 ,0
NC0424439 ,0
NC0424460,0
NC0424460 ,0
NC0424463,0
NC0424463 ,0
NC0424480 ,0
NC0424673,0
NC0424673 ,0
NC0424773 ,0
NC0424813,0
NC0424813 ,0
NC0424815 ,0
NC0424820,0
NC0424820 ,0
NC0424845 ,0
NC0425010,0
NC0425010 ,0
NC0425015,0
NC0425015 ,0
NC0425020,0
NC0425020 ,0
NC0425025,0
NC0425025 ,0
NC0425035,0
NC0425035 ,0
NC0425040,0
NC0425040 ,0
NC0425055,0
NC0425055 ,0
NC0425113,0
NC0425113 ,0
NC0425126,0
NC0425127,0
NC0425127 ,0
NC0425132,0
NC0425132 ,0
NC0425518,0
NC0425518 ,0
NC0425625,0
NC0425625 ,0
NC0427010,0
NC0427010 ,0
NC0427015 ,0
NC0427101,0
NC0427101 ,0
NC0427103,0
NC0427103 ,0
NC0427112,0
NC0427112 ,0
NC0427117 ,0
NC0427119 ,0
NC0427120 ,0
NC0427123 ,0
NC0427409,0
NC0427409 ,0
NC0428025,0
NC0428025 ,0
NC0428030,0
NC0428030 ,0
NC0428035,0
NC0428035 ,0
NC0428125 ,0
NC0428414,0
NC0428414 ,0
NC0428415,0
NC0428415 ,0
NC0428425 ,0
NC0428432 ,0
NC0428462,0
NC0428462 ,0
NC0431010,0
NC0431010 ,0
NC0431015,0
NC0431015 ,0
NC0431020,0
NC0431020 ,0
NC0431025,0
NC0431025 ,0
NC0431030,0
NC0431030 ,0
NC0431035,0
NC0431035 ,0
NC0431040,0
NC0431045,0
NC0431045 ,0
NC0431050,0
NC0431050 ,0
NC0431055,0
NC0431060,0
NC0431060 ,0
NC0431085,0
NC0431085 ,0
NC0431103,0
NC0431103 ,0
NC0431464 ,0
NC0431476,0
NC0431476 ,0
NC0431477,0
NC0431477 ,0
NC0431485,0
NC0431485 ,0
NC0431491 ,0
NC0431523 ,0
NC0433010,0
NC0433010 ,0
NC0433015,0
NC0433015 ,0
NC0433020,0
NC0433020 ,0
NC0433030,0
NC0433030 ,0
NC0433120,0
NC0433120 ,0
NC0437020,0
NC0437020 ,0
NC0440010,0
NC0440010 ,0
NC0440020,0
NC0440022,0
NC0440022 ,0
NC0440045,0
NC0440045 ,0
NC0440106,0
NC0440106 ,0
NC0442010,0
NC0442010 ,0
NC0442020,0
NC0442020 ,0
NC0442025,0
NC0442025 ,0
NC0442035,0
NC0442035 ,0
NC0442108 ,0
NC0442456 ,0
NC0446010,0
NC0446010 ,0
NC0446015,0
NC0446020,0
NC0446020 ,0
NC0446025,0
NC0446025 ,0
NC0446030,0
NC0446030 ,0
NC0446040,0
NC0446040 ,0
NC0446045,0
NC0446045 ,0
NC0446106,0
NC0446106 ,0
NC0446447 ,0
NC0448010,0
NC0448010 ,0
NC0448020,0
NC0448020 ,0
NC0452010 ,0
NC0452015,0
NC0452015 ,0
NC0452020,0
NC0452020 ,0
NC0454010,0
NC0454010 ,0
NC0454015,0
NC0454020,0
NC0454020 ,0
NC0454025,0
NC0454025 ,0
NC0454030 ,0
NC0454109,0
NC0454109 ,0
NC0454127,0
NC0454127 ,0
NC0454413 ,0
NC0454420 ,0
NC0454476,0
NC0454476 ,0
NC0459010,0
NC0459010 ,0
NC0459015,0
NC0459015 ,0
NC0459025,0
NC0459030,0
NC0459030 ,0
NC0459416,0
NC0459416 ,0
NC0459441,0
NC0459441 ,0
NC0459442,0
NC0459442 ,0
NC0459445,0
NC0459445 ,0
NC0464010,0
NC0464010 ,0
NC0464020,0
NC0464020 ,0
NC0464025,0
NC0464025 ,0
NC0464035,0
NC0464035 ,0
NC0464050,0
NC0464050 ,0
NC0464055 ,0
NC0464101,0
NC0464101 ,0
NC0464115,0
NC0464115 ,0
NC0464117 ,0
NC0464118,0
NC0464118 ,0
NC0464128,0
NC0464128 ,0
NC0464130 ,0
NC0464131,0
NC0464131 ,0
NC0464132,0
NC0464132 ,0
NC0464133,0
NC0464133 ,0
NC0464317,0
NC0464317 ,0
NC0464401,0
NC0464401 ,0
NC0464402,0
NC0464402 ,0
NC0464403 ,0
NC0464404 ,0
NC0464405 ,0
NC0464426,0
NC0464426 ,0
NC0464427 ,0
NC0464433,.00106
NC0464433 ,0
NC0464493,0
NC0464493 ,0
NC0464520,0
NC0464520 ,0
NC0465010,.000072727271
NC0465010 ,0
NC0465015,0
NC0465015 ,0
NC0465020,0
NC0465020 ,0
NC0465025,0
NC0465025 ,0
NC0465101 ,0
NC0465112,0
NC0465112 ,0
NC0465119,0
NC0465119 ,0
NC0465121,0
NC0465121 ,0
NC0465135 ,0
NC0465136 ,0
NC0465137,0
NC0465137 ,0
NC0465138,0
NC0465139,0
NC0465144 ,0
NC0465153 ,0
NC0465164,0
NC0465164 ,0
NC0465165,0
NC0465179,0
NC0465179 ,0
NC0465191,0
NC0465195,0
NC0465195 ,0
NC0465199,0
NC0465199 ,0
NC0465201 ,0
NC0465206,0
NC0465206 ,0
NC0465211 ,0
NC0465217,0
NC0465217 ,0
NC0465223 ,0
NC0465232,0
NC0465232 ,0
NC0465520 ,0
NC0465522,0
NC0465522 ,0
NC0465532,0
NC0465532 ,0
NC0466010,0
NC0466010 ,0
NC0466015,0
NC0466015 ,0
NC0466020,0
NC0466020 ,0
NC0466025,0
NC0466025 ,0
NC0466035,0
NC0466035 ,0
NC0466040,0
NC0466040 ,0
NC0466108,0
NC0466108 ,0
NC0466109,0
NC0466109 ,0
NC0467010,0
NC0467010 ,0
NC0467030,0
NC0467030 ,0
NC0467035,0
NC0467035 ,0
NC0467041,0
NC0467041 ,0
NC0467042,0
NC0467042 ,0
NC0467043,0
NC0467043 ,0
NC0467047 ,0
NC0467102,0
NC0467102 ,0
NC0467103,0
NC0467103 ,0
NC0467136,.00066666666
NC0467136 ,0
NC0467164,0
NC0467164 ,0
NC0469020,0
NC0469020 ,0
NC0469025,0
NC0469025 ,0
NC0470010,0
NC0470010 ,0
NC0470015,0
NC0470015 ,0
NC0471010,0
NC0471010 ,0
NC0471015,0
NC0471015 ,0
NC0471020,0
NC0471020 ,0
NC0471111,0
NC0471111 ,0
NC0471112,0
NC0471112 ,0
NC0471113,0
NC0471113 ,0
NC0471114,0
NC0471114 ,0
NC0471117 ,0
NC0471119 ,0
NC0471120 ,0
NC0471122,0
NC0471122 ,0
NC0471415 ,0
NC0471439 ,0
NC0471442 ,0
NC0471444,0
NC0471444 ,0
NC0471447 ,0
NC0471448 ,0
NC0471462 ,0
NC0472010,0
NC0472010 ,0
NC0472025,0
NC0472025 ,0
NC0472417,.0020000001
NC0472417 ,0
NC0474010,0
NC0474010 ,0
NC0474015,0
NC0474015 ,0
NC0474020,0
NC0474020 ,0
NC0474025 ,0
NC0474030,0
NC0474035,0
NC0474035 ,0
NC0474040,0
NC0474040 ,0
NC0474045,0
NC0474045 ,0
NC0474055,0
NC0474055 ,0
NC0474060,0
NC0474060 ,0
NC0474110,0
NC0474110 ,0
NC0474140,0
NC0474140 ,0
NC0474142,0
NC0474142 ,0
NC0489010,0
NC0489015,0
NC0489015 ,0
NC0489400 ,0
NC0494010,0
NC0494010 ,0
NC0494015 ,0
NC0494020,0
NC0494020 ,0
NC0494025,0
NC0494025 ,0
NC0494422,0
NC0494422 ,0
NC0496010,0
NC0496010 ,0
NC0496015,0
NC0496045,0
NC0496045 ,0
NC0496060,0
NC0496060 ,0
NC0496065,0
NC0496065 ,0
NC0496155 ,0
NC0498010,0
NC0498010 ,0
NC0498020,0
NC0498020 ,0
NC0498025,0
NC0498025 ,0
NC0498030,0
NC0498030 ,0
NC0498035,0
NC0498035 ,0
NC0498040,0
NC0498040 ,0
NC0498045,0
NC0498045 ,0
NC0498115 ,0
NC0498401,0
NC0498401 ,0
NC0498594,0
NC0498594 ,0
NC0498595,0
NC0498595 ,0
NC0498596,0
NC0498596 ,0
NC1006005,0
NC1006005 ,0
NC1011002,0
NC1011002 ,0
NC1011034,0
NC1011034 ,0
NC1011035,0
NC1011038,0
NC1011045,0
NC1012007 ,0
NC1044013,0
NC1044013 ,0
NC1044014 ,0
NC1044024 ,0
NC1044025 ,0
NC1045001,0
NC1045001 ,0
NC1045008,0
NC1045008 ,0
NC1045015,0
NC1045015 ,0
NC1045034,0
NC1045040,0
NC1045041,0
NC1050030,0
NC1050034,0
NC1050034 ,0
NC1050035,0
NC1050035 ,0
NC1050040,0
NC1050042,0
NC1050042 ,0
NC1050046 ,0
NC1050057,0
NC1050057 ,0
NC1050063,0
NC1050063 ,0
NC1050069,0
NC1050069 ,0
NC1056001,0
NC1056001 ,0
NC1056009,0
NC1056009 ,0
NC1056010 ,0
NC1056011,0
NC1056011 ,0
NC1056012,0
NC1056012 ,0
NC1056013,.0055
NC1056013 ,0
NC1056029,0
NC1056029 ,0
NC1056031,0
NC1057005,0
NC1057005 ,0
NC1057008 ,0
NC1057013,0
NC1061009,0
NC1061009 ,0
NC1061011 ,0
NC1075002 ,0
NC1075004,0
NC1075004 ,0
NC1075006,0
NC1075006 ,0
NC1081024,0
NC1087004,0
NC1087004 ,0
NC2002001,0
NC2002001 ,0
NC2013020 ,0
NC2018008,0
NC2018008 ,0
NC2018013,0
NC2023002,.00036666667
NC2023002 ,0
NC2036007,0
NC2036007 ,0
NC2036011,0
NC2036011 ,0
NC2036013,0
NC2036013 ,0
NC2036014,0
NC2036014 ,0
NC2036015,0
NC2036015 ,0
NC2036027 ,0
NC2049001,0
NC2049001 ,0
NC2049003,0
NC2049003 ,0
NC2049004,0
NC2049004 ,0
NC2049006,0
NC2049006 ,0
NC2049007,0
NC2049007 ,0
NC2049011,0
NC2049011 ,0
NC2049012 ,0
NC2049013,0
NC2049013 ,0
NC2049015,0
NC2049015 ,0
NC2049016,0
NC2049016 ,0
NC2049019,0
NC2049019 ,0
NC2049024,0
NC2049024 ,0
NC2049028,0
NC2049028 ,0
NC2049029,0
NC2049029 ,0
NC2049030,0
NC2049032 ,0
NC2049035,0
NC2049042,0
NC2055001,0
NC2055001 ,0
NC2060020,0
NC2060020 ,0
NC2060052 ,0
NC2060054,0
NC2060054 ,0
NC2060088,0
NC2060088 ,0
NC2060091,0
NC2060091 ,0
NC2060098,0
NC2080005,0
NC2080005 ,0
NC2080006,0
NC2080006 ,0
NC2080013 ,0
NC2080028,0
NC2080028 ,0
NC2080029,0
NC2080029 ,0
NC2080031,0
NC2080031 ,0
NC2080044 ,0
NC2080069,0
NC2080069 ,0
NC2080071,.0060000001
NC2090007,0
NC2090007 ,0
NC2090016,0
NC3001006,0
NC3001006 ,0
NC3001008,0
NC3001008 ,0
NC3001010,0
NC3001010 ,0
NC3003003,0
NC3003003 ,0
NC3005005 ,0
NC3005009 ,0
NC3017029 ,0
NC3017045 ,0
NC3017047,0
NC3034012,0
NC3034012 ,0
NC3041003,0
NC3041003 ,0
NC3041009,.00033333336
NC3041009 ,0
NC3041010,0
NC3041010 ,0
NC3041011,0
NC3041011 ,0
NC3041012,0
NC3041012 ,0
NC3041015,0
NC3041015 ,0
NC3041016,0
NC3041016 ,0
NC3041019,0
NC3041019 ,0
NC3041020,0
NC3041020 ,0
NC3041021,0
NC3041021 ,0
NC3041022,0
NC3041022 ,0
NC3041023,0
NC3041023 ,0
NC3041033,0
NC3041033 ,0
NC3041034,0
NC3041034 ,0
NC3041039,0
NC3041039 ,0
NC3041042,0
NC3041042 ,0
NC3041043,0
NC3041043 ,0
NC3041045,0
NC3041048,0
NC3041048 ,0
NC3041050,0
NC3041050 ,0
NC3041051,0
NC3041051 ,0
NC3041054,0
NC3041054 ,0
NC3041055,0
NC3041055 ,0
NC3041058,0
NC3041058 ,0
NC3041060,0
NC3041060 ,0
NC3041061,0
NC3041061 ,0
NC3041062,0
NC3041062 ,0
NC3041063,0
NC3041063 ,0
NC3041064,0
NC3041064 ,0
NC3041065,0
NC3041065 ,0
NC3041066,0
NC3041066 ,0
NC3041067,0
NC3041067 ,0
NC3041069,0
NC3041069 ,0
NC3041070,0
NC3041070 ,0
NC3041072,0
NC3041072 ,0
NC3041073,0
NC3041073 ,0
NC3041074,0
NC3041074 ,0
NC3041076,0
NC3041076 ,0
NC3041077 ,0
NC3041078,0
NC3041078 ,0
NC3041079,0
NC3041079 ,0
NC3041081,0
NC3041081 ,0
NC3041084,.0017666667
NC3041085,0
NC3041086,0
NC3041086 ,0
NC3041088,0
NC3041088 ,0
NC3041097,0
NC3041099,0
NC3041100,0
NC3041101,0
NC3041103,0
NC3076004,0
NC3076004 ,0
NC3076008,.0049999999
NC3076008 ,0
NC3076010,0
NC3076010 ,0
NC3076011,0
NC3076011 ,0
NC3076021 ,0
NC3076024,.0020222224
NC3079008,0
NC3079008 ,0
NC3079023,0
NC3079023 ,0
NC3079027,.001225
NC3085007,0
NC3085007 ,0
NC3086013,0
NC3086013 ,0
NC3086016 ,0
NC3086030 ,0
NC3095002,.0014000001
NC3095002 ,0
NC3095003,0
NC3095003 ,0
NC3095004,0
NC3095004 ,0
NC3095014,0
NC3095017,0
NC3095018,0
NC3095018 ,0
NC3095022,0
NC3095030,0
NC3097018,0
NC3099024 ,0
NC4019004,0
NC4019004 ,0
NC4019015,0
NC4019015 ,0
NC4032015,0
NC4032018,0
NC4032021,0
NC4035009,0
NC4035009 ,0
NC4035012 ,0
NC4035013,0
NC4035014,0
NC4035014 ,0
NC4035019,0
NC4051001,0
NC4051001 ,0
NC4051010,0
NC4051010 ,0
NC4051014,0
NC4051014 ,0
NC4051018,0
NC4051018 ,0
NC4064024 ,0
NC4064027,0
NC4064027 ,0
NC4064030,0
NC4066003,0
NC4068009,0
NC4068009 ,0
NC4068021,0
NC4073019,0
NC4092001,0
NC4092001 ,0
NC4092005,0
NC4092005 ,0
NC4092006,0
NC4092006 ,0
NC4092011,0
NC4092011 ,0
NC4092014,0
NC4092014 ,0
NC4092017,0
NC4092017 ,0
NC4092020,0
NC4092020 ,0
NC4092021,0
NC4092021 ,0
NC4092027,0
NC4092027 ,0
NC4092028,0
NC4092028 ,0
NC4092029 ,0
NC4092031,0
NC4092031 ,0
NC4092032,0
NC4092032 ,0
NC4092033,0
NC4092033 ,0
NC4092034,0
NC4092034 ,0
NC4092038,0
NC4092038 ,0
NC4092039,0
NC4092039 ,0
NC4092040,0
NC4092040 ,0
NC4092042,0
NC4092042 ,0
NC4092043,0
NC4092043 ,0
NC4092045 ,0
NC4092048,0
NC4092048 ,0
NC4092055,0
NC4092055 ,0
NC4092056,0
NC4092056 ,0
NC4092057,0
NC4092057 ,0
NC4092058 ,0
NC4092059 ,0
NC4092060,0
NC4092060 ,0
NC4092061,0
NC4092061 ,0
NC4092062 ,0
NC4092063,0
NC4092063 ,0
NC4092064,0
NC4092064 ,0
NC4092065,0
NC4092065 ,0
NC4092066,0
NC4092066 ,0
NC4092067,.00072857144
NC4092067 ,0
NC4092068,0
NC4092068 ,0
NC4092072,0
NC4092072 ,0
NC4092073,0
NC4092073 ,0
NC4092074,0
NC4092076,0
NC4092076 ,0
NC4092077 ,0
NC4092079,0
NC4092079 ,0
NC4092080,0
NC4092080 ,0
NC4092081,0
NC4092081 ,0
NC4092083,0
NC4092083 ,0
NC4092084,0
NC4092084 ,0
NC4092086,0
NC4092086 ,0
NC4092087,0
NC4092087 ,0
NC4092088,0
NC4092088 ,0
NC4092089,0
NC4092089 ,0
NC4092090 ,0
NC4092091,0
NC4092092,0
NC4092094,0
NC4092096,0
NC4092096 ,0
NC4092097,0
NC4092098,0
NC4092099,0
NC4092099 ,0
NC4092102,0
NC4092103,0
NC4092103 ,0
NC4092105,0
NC4092107,0
NC4092107 ,0
NC4092110,0
NC4092127,0
NC4092128,0
NC4092131,0
NC4092133,0
NC4092134,0
NC4092136,0
NC4092144,0
NC4092145,0
NC4092146,0
NC4092149,0
NC4092153,0
NC4092155,0
NC4092160,0
NC4092162,0
NC4092168,0
NC4093001,0
NC4093001 ,0
NC4392101,0
NC4392101 ,0
NC4392102,0
NC4392102 ,0
NC4392103,0
NC4392103 ,0
NC4392105,0
NC4392105 ,0
NC4392107,0
NC4392109,0
NC4392111,0
NC4392111 ,0
NC4392112,0
NC4392112 ,0
NC4392114,0
NC4392114 ,0
NC4392116,.00069999998
NC4392116 ,0
NC4392117,0
NC4392117 ,0
NC4392118,0
NC4392118 ,0
NC4392119,0
NC4392119 ,0
NC4392120,0
NC4392120 ,0
NC4392122,0
NC4392122 ,0
NC4392123,0
NC4392123 ,0
NC4392124,0
NC4392124 ,0
NC4392125,0
NC4392125 ,0
NC4392128,.00071777776
NC4392128 ,0
NC4392129,0
NC4392129 ,0
NC4392131,0
NC4392131 ,0
NC4392132,0
NC4392132 ,0
NC4392133,0
NC4392133 ,0
NC4392134,0
NC4392134 ,0
NC4392135,0
NC4392135 ,0
NC4392139,0
NC4392139 ,0
NC4392140,0
NC4392140 ,0
NC4392141,0
NC4392141 ,0
NC4392142,0
NC4392142 ,0
NC4392143,0
NC4392143 ,0
NC4392145,0
NC4392145 ,0
NC4392146,0
NC4392146 ,0
NC4392147,0
NC4392147 ,0
NC4392148,0
NC4392148 ,0
NC4392150,0
NC4392150 ,0
NC4392151,0
NC4392151 ,0
NC4392152,0
NC4392152 ,0
NC4392153,0
NC4392153 ,0
NC4392154,0
NC4392154 ,0
NC4392155,0
NC4392155 ,0
NC4392157,0
NC4392157 ,0
NC4392158,0
NC4392158 ,0
NC4392159,0
NC4392159 ,0
NC4392160,0
NC4392160 ,0
NC4392163,0
NC4392163 ,0
NC4392164,0
NC4392164 ,0
NC4392169,0
NC4392169 ,0
NC4392172,.0019328571
NC4392172 ,0
NC4392173,0
NC4392173 ,0
NC4392174,0
NC4392174 ,0
NC4392181,0
NC4392181 ,0
NC4392182,0
NC4392182 ,0
NC4392183,0
NC4392183 ,0
NC4392185 ,0
NC4392186,0
NC4392186 ,0
NC4392187,0
NC4392187 ,0
NC4392188,0
NC4392188 ,0
NC4392192,0
NC4392192 ,0
NC4392195,0
NC4392195 ,0
NC4392196 ,0
NC4392211,.0019
NC4392211 ,0
NC4392215,0
NC4392215 ,0
NC4392216,0
NC4392216 ,0
NC4392217 ,0
NC4392224,0
NC4392224 ,0
NC4392225,0
NC4392225 ,0
NC4392228,0
NC4392228 ,0
NC4392229,0
NC4392229 ,0
NC4392233,0
NC4392233 ,0
NC4392406 ,0
NC4392409,0
NC4392409 ,0
NC4392412 ,0
NC4392420 ,0
NC4392426,0
NC4392426 ,0
NC4392431 ,0
NC4392432,0
NC4392432 ,0
NC4392434,.00036666667
NC4392434 ,0
NC5009003,0
NC5009003 ,0
NC5009012,0
NC5026006 ,0
NC5026018 ,0
NC5047009,0
NC5078005,0
NC6027001,0
NC6027001 ,0
NC6027009,0
NC6028002,0
NC6028002 ,0
NC6040000,0
NC6046002 ,0
NC6054001,0
NC6054001 ,0
NC6059003,0
NC6059003 ,0
NC6059009 ,0
NC6059012,0
NC6059012 ,0
NC6059015,0
NC6059018,0
NC6070000,0
NC7010054,0
NC7010054 ,0
NC7016011 ,0
NC7024007,0
NC7024007 ,0
NC7024012,0
NC7024012 ,0
NC7024013,0
NC7024013 ,0
NC7024020,0
NC7024020 ,0
NC7031005 ,0
NC7065035,0
NC7065037,0
NC7065037 ,0
NC7067005,0
NC7067005 ,0
NC7071010,0
NC7071010 ,0
NC7071011,0
NC7071018,0
NC7071018 ,0
NC7071022,0
NC7071022 ,0
NC7071040 ,0
NC7071054,0
ND0200510 ,0
ND0200958,0
ND0200958 ,0
ND0201058,0
ND0201058 ,0
ND0300553,.00202
ND0300553 ,0
ND0300587,0
ND0300587 ,0
ND0300659,.0026719999
ND0300659 ,0
ND0300762,.0066499999
ND0300762 ,0
ND0300987,.00129
ND0300987 ,0
ND0400638 ,0
ND0500099,0
ND0500099 ,0
ND0500620,.00343
ND0500620 ,0
ND0500887,.00115
ND0500887 ,0
ND0501001,.0023099999
ND0501001 ,0
ND0501057,0
ND0501057 ,0
ND0501127 ,0
ND0600119,0
ND0600119 ,0
ND0600819 ,0
ND0700198 ,0
ND0700344,.0017500001
ND0700344 ,0
ND0700569,.00312
ND0700569 ,0
ND0700800,0
ND0700800 ,0
ND0700804,.0016899999
ND0700804 ,0
ND0800080,.00073750003
ND0800080 ,0
ND0801036,0
ND0801036 ,0
ND0801502,0
ND0801502 ,0
ND0811773,.0041533331
ND0900336,.00053999998
ND0900336 ,0
ND0900460,.00193
ND0900460 ,0
ND0900488,.00112
ND0900488 ,0
ND0900490,.0020000001
ND0900490 ,0
ND0900999 ,0
ND0901060,0
ND0901060 ,0
ND0901124,.00193
ND0901124 ,0
ND0901131,.00514
ND0901131 ,0
ND0901139 ,0
ND0901184,.00376
ND0901184 ,0
ND0901363,0
ND0901363 ,0
ND0901365,.00125
ND0901365 ,0
ND0901410,0
ND0901410 ,0
ND0901449,.00303
ND0901449 ,0
ND0901453 ,0
ND0901460 ,0
ND0911393,.00141
ND0911393 ,0
ND1000543 ,0
ND1100758,.0023066667
ND1100758 ,0
ND1101442,.00185
ND1101442 ,0
ND1101481,0
ND1101481 ,0
ND1200211 ,0
ND1200748 ,0
ND1300520 ,0
ND1300523 ,0
ND1400732,.0073166667
ND1400732 ,0
ND1400879,.00079999998
ND1400879 ,0
ND1500429 ,0
ND1500469,0
ND1500469 ,0
ND1500571 ,0
ND1500921 ,0
ND1501653,.00044333332
ND1600159,.0038600001
ND1600159 ,0
ND1700874 ,0
ND1800410,.00054500002
ND1800410 ,0
ND1800550 ,0
ND1801056,.0026
ND1801056 ,0
ND1801062,0
ND1801062 ,0
ND1801456,.0063499999
ND1801456 ,0
ND1901556 ,0
ND2000203,.0071200002
ND2000203 ,0
ND2000446,.00131
ND2000446 ,0
ND2001061,.0087799998
ND2001061 ,0
ND2001121,0
ND2001121 ,0
ND2200827,0
ND2200827 ,0
ND2200913,0
ND2200913 ,0
ND2200951,0
ND2200951 ,0
ND2210933 ,0
ND2300544,0
ND2300544 ,0
ND2301467,0
ND2301467 ,0
ND2400715,.0019799999
ND2400715 ,0
ND2500227 ,0
ND2500266,.0022100001
ND2500266 ,0
ND2500509,.00418125
ND2500509 ,0
ND2500946,.0012000001
ND2500946 ,0
ND2500956 ,0
ND2500964,.00242
ND2500964 ,0
ND2600038,.00165
ND2600038 ,0
ND2600556,.00187
ND2600556 ,0
ND2601037,0
ND2601037 ,0
ND2700006,0
ND2700006 ,0
ND2700982 ,0
ND2700990 ,0
ND2701003,.00053000002
ND2701003 ,0
ND2701606,.00048000002
ND2701623,.0087299999
ND2701631,0
ND2701701,0
ND2711455 ,0
ND2711602 ,0
ND2711625,0
ND2711756,.00182
ND2800389,0
ND2800389 ,0
ND2800650 ,0
ND2800825,.00075499999
ND2800825 ,0
ND2800989,.000535
ND2800989 ,0
ND2801400,.00126
ND2801400 ,0
ND2810954,.00191
ND2810954 ,0
ND2900074,.0025549999
ND2900074 ,0
ND2900470 ,0
ND2900902 ,0
ND2901491,.00078857143
ND2910075 ,0
ND2910076 ,0
ND2910908 ,0
ND2910914 ,0
ND2911356 ,0
ND3000596,0
ND3000596 ,0
ND3100744 ,0
ND3100775 ,0
ND3100798 ,0
ND3100838 ,0
ND3111565,.0040000002
ND3111565 ,0
ND3111582,0
ND3111582 ,0
ND3111592 ,0
ND3200536,.0078299996
ND3200536 ,0
ND3200636,.0079899998
ND3200636 ,0
ND3200653,0
ND3200653 ,0
ND3200776 ,0
ND3201072,.00133
ND3201072 ,0
ND3300174 ,0
ND3300175 ,0
ND3310177,0
ND3310177 ,0
ND3311168 ,0
ND3400269,.001565
ND3400269 ,0
ND3401128,.0014600001
ND3401128 ,0
ND3500842,.00346
ND3500842 ,0
ND3501069,.0062899999
ND3501069 ,0
ND3600231,.0048133335
ND3600231 ,0
ND3601424,.0038999999
ND3601424 ,0
ND3700314,.0011399999
ND3700314 ,0
ND3700574,.0036299999
ND3700574 ,0
ND3701801,.0026199999
ND3800695 ,0
ND3800877 ,0
ND3900001,.00293
ND3900001 ,0
ND3900333,0
ND3900333 ,0
ND3900973,0
ND3900973 ,0
ND3900976 ,0
ND3901068,.0089400001
ND3901068 ,0
ND4000277,0
ND4000277 ,0
ND4000833,.0076000001
ND4000833 ,0
ND4000834,.00181
ND4000834 ,0
ND4000854,0
ND4000854 ,0
ND4001153,.00139
ND4001153 ,0
ND4100357,0
ND4100357 ,0
ND4100428,0
ND4100428 ,0
ND4101452,0
ND4101452 ,0
ND4200404,.0037833333
ND4200404 ,0
ND4300871,0
ND4300871 ,0
ND4300884 ,0
ND4400615,0
ND4400615 ,0
ND4501434,0
ND4501434 ,0
ND4511438 ,0
ND4700498,.0048799999
ND4700498 ,0
ND4700637,.00242
ND4700637 ,0
ND4700922,.00112
ND4700922 ,0
ND4701042 ,0
ND4701303,.0020300001
ND4701303 ,0
ND4711228 ,0
ND4800152 ,0
ND4900482,.0020099999
ND4900482 ,0
ND4901071,.00746
ND4901071 ,0
ND5000408,0
ND5000408 ,0
ND5000773,0
ND5000773 ,0
ND5010352,.00355
ND5010352 ,0
ND5100072 ,0
ND5100138,.00131
ND5100138 ,0
ND5100593,.0027099999
