"","PWSID","Maximum_sample_exceedence","Units","total_violations","SAMPLING_END_DATE"
"19777","NC2080029",7.81,"mg/L",6,"06/30/2005"
"19778","NC2090010",0.133,"mg/L",2,"12/31/2003"
"19779","NC3041016",1.6,"mg/L",6,"12/31/2003"
"19780","NC3041019",0.074,"mg/L",7,"06/30/2004"
"19781","NC3041029",4.6,"mg/L",4,"06/30/2004"
"19782","NC3076003",0.032,"mg/L",2,"12/31/2002"
"19783","NC3076004",6.4,"mg/L",11,"12/31/2004"
"19784","NC3086016",0.017,"mg/L",2,"12/31/2004"
"19785","NC3095003",7.8,"mg/L",17,"12/31/2003"
"19786","NC3095004",3.652,"mg/L",7,"06/30/2005"
"19787","NC4033002",0.016,"mg/L",2,"06/30/2003"
"19788","NC4051001",0.03,"mg/L",2,"06/30/2002"
"19789","IL3039933",0.03278,"mg/L",3,"06/30/2002"
"19790","IL3042234",0.0625,"mg/L",1,"12/31/2004"
"19791","TX1020090",0.0315,"mg/L",1,"06/30/2005"
"19792","NJ1615312",0.0727,"mg/L",5,"12/31/2011"
"19793","NJ0718001",0.121,"mg/L",1,"12/31/2011"
"19794","FL3354943",0.018,"mg/L",1,"12/01/2011"
"19795","NC0425113",3.1,"mg/L",6,"12/31/2002"
"19796","NC0425518",0.021,"mg/L",2,"12/31/2003"
"19797","NC0427010",1.797,"mg/L",4,"12/31/1992"
"19798","NC0427105",0.024,"mg/L",2,"06/30/1994"
"19799","NC0427119",0.041,"mg/L",4,"12/31/1993"
"19800","NC0427409",2.308,"mg/L",3,"12/31/1993"
"19801","NC0427424",0.019,"mg/L",2,"12/31/1993"
"19802","NC0428015",0.041,"mg/L",2,"12/31/1992"
"19803","NC0428020",0.018,"mg/L",2,"06/30/1994"
"19804","IA9753022",3,"mg/L",7,"06/30/1994"
"19805","IA9778897",0.042,"mg/L",5,"06/30/1994"
"19806","IA9909031",0.024,"mg/L",2,"06/30/1994"
"19807","LA1079020",0.018,"mg/L",1,"12/31/2004"
"19808","NC0392120",2.82,"mg/L",3,"06/30/1994"
"19809","NC0392122",0.029,"mg/L",2,"12/31/1993"
"19810","NC0392126",0.017,"mg/L",2,"12/31/2003"
"19811","NC0392128",3.233,"mg/L",5,"12/31/1993"
"19812","NC0392131",6.37,"mg/L",8,"12/31/1994"
"19813","NC0392139",3.4,"mg/L",12,"12/31/2000"
"19814","NC0392153",0.02,"mg/L",2,"12/31/1995"
"19815","NC0392166",1.587,"mg/L",4,"12/31/1994"
"19816","NC0392166",1.587,"mg/L",4,"12/31/1993"
"19817","NC0392172",0.017,"mg/L",2,"06/30/2000"
"19818","NC0392178",0.037,"mg/L",2,"12/31/1994"
"19819","NC0392185",4.53,"mg/L",2,"12/31/1993"
"19820","NC0392186",1.996,"mg/L",5,"12/31/1994"
"19821","NC0392186",1.996,"mg/L",5,"12/31/1993"
"19822","NC0392187",2.013,"mg/L",3,"06/30/1994"
"19823","NC0392206",0.021,"mg/L",2,"12/31/2003"
"19824","NC0392211",0.05,"mg/L",2,"12/31/1993"
"19825","NC0392213",1.557,"mg/L",5,"12/31/1993"
"19826","NC0392224",0.038,"mg/L",2,"12/31/1993"
"19827","NC0392225",2.587,"mg/L",4,"06/30/1994"
"19828","NC0392232",0.022,"mg/L",2,"12/31/1993"
"19829","NC0392237",1.555,"mg/L",2,"12/31/1994"
"19830","NC0392240",5.76,"mg/L",13,"06/30/1998"
"19831","NC0392249",1.744,"mg/L",4,"12/31/1994"
"19832","NC0392254",1.48,"mg/L",2,"12/31/1994"
"19833","NC0392263",4.676,"mg/L",4,"12/31/1994"
"19834","NC0392263",4.676,"mg/L",4,"12/31/1993"
"19835","NC0392274",4.7,"mg/L",7,"12/31/2003"
"19836","NC0392280",3.22,"mg/L",2,"12/31/1993"
"19837","NC0136329",1.365,"mg/L",2,"12/31/1994"
"19838","NC0136333",5.076,"mg/L",4,"12/31/1994"
"19839","TX1330156",0.0194,"mg/L",1,"06/30/2005"
"19840","TX1580003",1.62,"mg/L",4,"12/31/2005"
"19841","IL3107524",0.02525,"mg/L",5,"12/31/2000"
"19842","IL3108704",1.338,"mg/L",7,"06/30/1993"
"19843","MT0001737",0.016,"mg/L",2,"06/30/1994"
"19844","MT0001737",0.016,"mg/L",2,"12/31/1999"
"19845","NY0930173",0.0185,"mg/L",1,"06/30/2008"
"19846","KS2015502",1.626,"mg/L",2,"12/31/1993"
"19847","KS2015703",3.049,"mg/L",2,"12/31/1993"
"19848","KS2015903",2.23,"mg/L",8,"06/30/1993"
"19849","KS2016101",2.449,"mg/L",3,"12/31/2000"
"19850","KS2016106",2.244,"mg/L",2,"12/31/1993"
"19851","KS2016129",2.5545,"mg/L",3,"06/30/1999"
"19852","KS2016306",2.404,"mg/L",3,"06/30/1994"
"19853","KS2016307",2.482,"mg/L",2,"12/31/1993"
"19854","KS2016705",6.309,"mg/L",5,"12/31/1993"
"19855","KS2016916",1.643,"mg/L",2,"12/31/1993"
"19856","KS2017327",1.714,"mg/L",2,"12/31/1993"
"19857","KS2017328",1.41,"mg/L",1,"12/31/1993"
"19858","KS2017329",1.394,"mg/L",2,"12/31/1993"
"19859","KS2017714",1.594,"mg/L",1,"12/31/1993"
"19860","KS2019115",2.806,"mg/L",1,"12/31/1995"
"19861","KS2019711",1.903,"mg/L",2,"12/31/1993"
"19862","KS2020101",2.858,"mg/L",2,"12/31/1993"
"19863","KS2020106",2.113,"mg/L",3,"12/31/1994"
"19864","KS2109701",2.268,"mg/L",3,"12/31/1993"
"19865","KS2110701",1.497,"mg/L",1,"12/31/1993"
"19866","KS2116907",1.95,"mg/L",2,"12/31/2000"
"19867","KS2117303",1.632,"mg/L",6,"12/31/1993"
"19868","KS2117304",2.709,"mg/L",1,"12/31/1995"
"19869","KS2117306",1.367,"mg/L",2,"12/31/1998"
"19870","KS2117308",4.458,"mg/L",2,"06/30/1994"
"19871","KS2117318",1.874,"mg/L",2,"12/31/1994"
"19872","KS2117327",1.528,"mg/L",2,"12/31/1994"
"19873","KS2117341",2.1723,"mg/L",2,"12/31/1999"
"19874","KS2117701",3.848,"mg/L",3,"12/31/1993"
"19875","KS2010320",2.3,"mg/L",15,"08/18/2004"
"19876","NC0299118",0.055,"mg/L",2,"06/30/2003"
"19877","NC0286591",9.3,"mg/L",24,"12/31/2003"
"19878","CT1661473",3.155,"mg/L",3,"06/30/2001"
"19879","CT0727061",1.81,"mg/L",4,"12/31/2001"
"19880","FL3425007",0.02,"mg/L",2,"06/30/2001"
"19881","FL6296101",0.162,"mg/L",2,"06/30/1999"
"19882","NH1386010",0.028,"mg/L",1,"06/30/1997"
"19883","KS2011302",2.12,"mg/L",1,"12/31/1993"
"19884","KS2011312",1.929,"mg/L",3,"12/31/1993"
"19885","KS2011502",3.122,"mg/L",1,"12/31/1993"
"19886","KS2011703",3.186,"mg/L",12,"12/31/1997"
"19887","NC3041016",1.6,"mg/L",6,"12/31/2003"
"19888","NC2090010",0.133,"mg/L",2,"12/31/2003"
"19889","NC2049003",4.3,"mg/L",5,"12/31/2003"
"19890","NC1081003",1.5,"mg/L",2,"12/31/2002"
"19891","NC0498595",1.5,"mg/L",3,"12/31/2002"
"19892","NC4064005",0.034,"mg/L",2,"12/31/2002"
"19893","NC4051001",0.03,"mg/L",2,"06/30/2002"
"19894","NC3095003",7.8,"mg/L",17,"12/31/2003"
"19895","NC3076003",0.032,"mg/L",2,"12/31/2002"
"19896","NC0326379",0.033,"mg/L",3,"06/30/2003"
"19897","NC0363153",0.121,"mg/L",2,"12/31/2002"
"19898","NC0410566",2.9,"mg/L",4,"06/30/2002"
"19899","OR4101473",0.028,"mg/L",2,"12/31/1997"
"19900","NY3920070",1.36,"mg/L",1,"12/31/2004"
"19901","NC0122108",0.024,"mg/L",1,"06/30/2008"
"19902","NC0326378",0.039,"mg/L",1,"12/31/2007"
"19903","FL1034119",0.0355,"mg/L",1,"06/30/1998"
"19904","MO3258206",0.0153,"mg/L",2,"06/30/2001"
"19905","AR0000868",0.018,"mg/L",3,"12/31/2002"
"19906","AR0000874",1.54,"mg/L",5,"12/31/2002"
"19907","IL1610170",0.018,"mg/L",2,"12/31/2001"
"19908","105300094",3.33,"mg/L",3,"12/31/1995"
"19909","FL6095021",0.021,"mg/L",1,"06/30/1997"
"19910","FL2210072",1.641,"mg/L",5,"12/01/2007"
"19911","MO4010382",0.0154,"mg/L",1,"12/31/1998"
"19912","MT0062207",0.016,"mg/L",1,"12/31/1999"
"19913","GA0290090",0.0165,"mg/L",1,"12/31/2006"
"19914","GA1270184",0.0422,"mg/L",2,"12/31/2006"
"19915","IA4260102",0.034,"mg/L",3,"12/31/2003"
"19916","NC0276659",1.5,"mg/L",3,"06/30/2002"
"19917","NC1045008",0.059,"mg/L",2,"12/31/2007"
"19918","NC0145156",0.025,"mg/L",2,"12/31/2007"
"19919","NY3905895",1.36,"mg/L",2,"12/31/2006"
"19920","CT0209313",3.33,"mg/L",1,"12/31/2001"
"19921","FL1170909",0.035,"mg/L",2,"12/31/2001"
"19922","NY3233160",0.04,"mg/L",2,"12/31/2003"
"19923","UTAH20003",0.03,"mg/L",2,"12/31/1999"
"19924","ND1700059",0.0191,"mg/L",1,"12/31/1997"
"19925","MT0003705",0.029,"mg/L",2,"12/31/1995"
"19926","MT0003724",0.023,"mg/L",2,"12/31/2000"
"19927","VA1185763",1.36,"mg/L",3,"06/30/2001"
"19928","VA3183235",2.1,"mg/L",3,"12/31/1999"
"19929","VA3183590",1.39,"mg/L",4,"06/30/2003"
"19930","VA4041265",11.645,"mg/L",8,"12/31/2003"
"19931","VA5067039",1.4,"mg/L",2,"06/30/2001"
"19932","VA5083522",4.8,"mg/L",8,"12/31/2002"
"19933","VA5143192",2.69,"mg/L",4,"06/30/2004"
"19934","VA6047030",3.9,"mg/L",4,"12/31/2001"
"19935","VA6061414",1.37,"mg/L",1,"06/30/2001"
"19936","OK1010414",6.35,"mg/L",4,"06/30/1995"
"19937","OK1020807",3.02,"mg/L",8,"12/31/2003"
"19938","OK3004810",9.7,"mg/L",2,"06/30/1994"
"19939","OK3005206",1.87,"mg/L",2,"12/31/1993"
"19940","ND3100744",0.017,"mg/L",1,"06/30/1995"
"19941","MS0510009",0.027,"mg/L",1,"12/31/2007"
"19942","MS0530022",0.0316,"mg/L",2,"12/31/2008"
"19943","MO6036271",0.022,"mg/L",1,"12/31/1993"
"19944","NV0000169",0.019,"mg/L",1,"12/31/1993"
"19945","NV0000170",0.03,"mg/L",1,"12/31/1998"
"19946","NV0000206",0.032,"mg/L",1,"12/31/1998"
"19947","AK2391710",2.9,"mg/L",7,"01/01/2001"
"19948","GA1230059",0.026,"mg/L",2,"06/30/2004"
"19949","IA5307048",2.4,"mg/L",5,"12/31/2001"
"19950","CT1056241",2.3,"mg/L",2,"12/31/2003"
"19951","CT1180013",0.02,"mg/L",5,"12/31/2003"
"19952","CT1301113",3.15,"mg/L",4,"12/31/2003"
"19953","MT0000223",0.06,"mg/L",1,"06/30/1994"
"19954","FL5264072",0.024,"mg/L",1,"12/31/1996"
"19955","VA3131875",0.035,"mg/L",2,"12/31/2002"
"19956","FL5364142",1.79,"mg/L",1,"12/31/2001"
"19957","MI0003137",2.23,"mg/L",6,"06/30/2001"
"19958","NC0180753",0.031,"mg/L",3,"06/30/1997"
"19959","MO6048060",0.027,"mg/L",1,"12/31/1995"
"19960","IA5728018",0.049,"mg/L",2,"12/31/2002"
"19961","LA1119036",0.016,"mg/L",1,"12/31/2006"
"19962","LA1127002",0.038,"mg/L",1,"12/31/2008"
"19963","LA2019015",2.2,"mg/L",3,"12/31/2008"
"19964","LA2061003",0.03,"mg/L",3,"12/31/2008"
"19965","CO0103095",0.039,"mg/L",1,"12/31/2005"
"19966","DE0000272",1.754,"mg/L",1,"12/31/2006"
"19967","IA7445101",2.7,"mg/L",1,"12/31/2000"
"19968","GA1850050",1.6,"mg/L",2,"12/31/2006"
"19969","NC0235109",2,"mg/L",2,"12/31/2007"
"19970","ND1900303",0.01576,"mg/L",1,"12/31/1995"
"19971","MT0000199",0.017,"mg/L",1,"12/31/1995"
"19972","CT0579143",1.396,"mg/L",1,"12/31/2000"
"19973","CT0590154",2.43,"mg/L",3,"12/31/2000"
"19974","CT1020254",1.65,"mg/L",5,"12/31/2000"
"19975","CT0410034",0.038,"mg/L",1,"12/31/2000"
"19976","OH4934712",50,"mg/L",2,"09/30/2004"
"19977","FL6296104",1.915,"mg/L",2,"06/30/2000"
"19978","ND2001121",0.0183,"mg/L",1,"06/30/1994"
"19979","ND3200536",0.0237,"mg/L",1,"06/30/1994"
"19980","ND2800953",0.0298,"mg/L",1,"12/31/1993"
"19981","ND2800989",0.0359,"mg/L",1,"12/31/1993"
"19982","IA4103801",1.72,"mg/L",2,"06/30/2003"
"19983","ND2300291",0.0342,"mg/L",1,"06/30/1994"
"19984","IL0430750",1.57,"mg/L",6,"06/30/2000"
"19985","IL0510010",1.7,"mg/L",2,"12/31/1998"
"19986","KS2004306",1.7,"mg/L",2,"12/31/2007"
"19987","GA1790140",0.0229,"mg/L",2,"06/30/2003"
"19988","FL1324199",0.052,"mg/L",1,"06/30/2000"
"19989","CT1320263",2.39,"mg/L",4,"12/31/2003"
"19990","CT1355043",2.07,"mg/L",4,"12/31/2003"
"19991","CT1361023",3.1,"mg/L",5,"12/31/2003"
"19992","AR0000844",1.54,"mg/L",2,"06/30/1998"
"19993","AR0000845",1.43,"mg/L",6,"12/31/1997"
"19994","VA1105860",0.033,"mg/L",1,"12/31/2003"
"19995","UTAH14009",2.6,"mg/L",11,"01/01/2003"
"19996","WY5600004",0.028,"mg/L",9,"06/30/2000"
"19997","NC4033002",0.016,"mg/L",2,"06/30/2003"
"19998","WY5601439",1.48,"mg/L",1,"12/31/1999"
"19999","WY5601440",2.8,"mg/L",4,"06/30/1999"
"20000","WY5601473",1.55,"mg/L",1,"12/31/1999"
"20001","ND1800753",0.041,"mg/L",1,"12/31/1993"
"20002","NV0000319",0.07,"mg/L",1,"12/31/1996"
"20003","NV0000351",0.037,"mg/L",1,"12/31/1996"
"20004","ND2711455",0.023,"mg/L",1,"12/31/2006"
"20005","NJ0415325",0.0655,"mg/L",1,"12/31/2005"
"20006","CO0123166",1.87,"mg/L",3,"06/30/1999"
"20007","FL1034118",0.0235,"mg/L",1,"12/31/1998"
"20008","FL2164606",0.029,"mg/L",2,"12/31/1998"
"20009","GA0330044",0.016,"mg/L",2,"12/31/2002"
"20010","GA0350017",1.7675,"mg/L",2,"12/31/2004"
"20011","NY3902011",0.017,"mg/L",1,"12/31/2007"
"20012","CT0200114",0.0333,"mg/L",2,"12/31/2003"
"20013","CT0460054",0.023,"mg/L",2,"12/31/2003"
"20014","CT0480194",0.0455,"mg/L",4,"12/31/2003"
"20015","CT0598023",0.017,"mg/L",2,"12/31/2003"
"20016","CT0598053",2.64,"mg/L",12,"12/31/2003"
"20017","CT0720034",1.7,"mg/L",4,"12/31/2003"
"20018","AK2121417",0.019,"mg/L",1,"12/31/1994"
"20019","ID3140218",0.055,"mg/L",2,"12/31/1999"
"20020","ID5270027",0.023,"mg/L",1,"12/31/2001"
"20021","FL6604861",1.42,"mg/L",1,"12/31/1999"
"20022","FL2544460",2.285,"mg/L",3,"12/31/2001"
"20023","AK2225835",2.13,"mg/L",5,"06/30/2001"
"20024","FL2164607",0.0155,"mg/L",1,"06/30/1998"
"20025","IA9176019",0.041,"mg/L",2,"06/30/1998"
"20026","IA8584000",0.0536,"mg/L",26,"06/30/2003"
"20027","PA5300018",0.018,"mg/L",1,"12/31/1996"
"20028","AZ0411130",0.022,"mg/L",2,"12/31/2003"
"20029","FL1324046",0.0425,"mg/L",1,"06/30/1995"
"20030","MT0000212",0.041,"mg/L",1,"12/31/1993"
"20031","CT0209311",3.77,"mg/L",2,"06/30/2003"
"20032","CT0340013",0.021,"mg/L",2,"06/30/2003"
"20033","CT0340264",0.0365,"mg/L",6,"06/30/2003"
"20034","PA2350928",0.023,"mg/L",1,"12/31/1996"
"20035","TN0000296",0.029,"mg/L",2,"06/30/1994"
"20036","TN0000299",0.02,"mg/L",1,"12/31/1992"
"20037","TN0000303",0.016,"mg/L",2,"06/30/1993"
"20038","TN0000303",0.016,"mg/L",2,"12/31/1992"
"20039","TN0000310",0.021,"mg/L",1,"06/30/1994"
"20040","NC0382503",0.031,"mg/L",1,"12/31/2007"
"20041","GA1230051",0.0405,"mg/L",3,"12/31/2003"
"20042","GA2970052",0.0574,"mg/L",2,"12/31/2002"
"20043","WY5600003",2.94,"mg/L",3,"12/31/1997"
"20044","041200001",1.63,"mg/L",2,"12/31/2004"
"20045","041200002",4.655,"mg/L",4,"12/31/2003"
"20046","041200003",1.62,"mg/L",9,"12/31/2004"
"20047","ND1501310",0.0166,"mg/L",1,"12/31/1995"
"20048","UTAH20012",0.045,"mg/L",2,"12/31/1998"
"20049","MO6069079",0.0153,"mg/L",2,"12/31/2001"
"20050","ND2500946",0.0199,"mg/L",3,"12/31/1998"
"20051","CT0900072",1.93,"mg/L",2,"06/30/2015"
"20052","MN1700012",0.052,"mg/L",1,"06/30/1994"
"20053","FL1324098",0.138,"mg/L",1,"12/31/2000"
"20054","MT0001288",0.042,"mg/L",2,"12/31/1993"
"20055","KS2011704",1.912,"mg/L",3,"12/31/1993"
"20056","KS2011713",1.399,"mg/L",1,"12/31/1993"
"20057","KS2012305",2.656,"mg/L",10,"12/31/1993"
"20058","KS2013110",1.81,"mg/L",1,"06/30/1994"
"20059","KS2013503",1.6247,"mg/L",2,"12/31/1996"
"20060","KS2013702",3.098,"mg/L",4,"12/31/1993"
"20061","KS2013903",1.409,"mg/L",1,"12/31/1995"
"20062","KS2013911",1.5462,"mg/L",4,"12/31/1999"
"20063","KS2014304",1.378,"mg/L",5,"12/31/1993"
"20064","KS2014703",1.854,"mg/L",2,"06/30/1994"
"20065","KS2014908",1.7595,"mg/L",9,"12/31/1997"
"20066","KS2014918",2.357,"mg/L",1,"12/31/1993"
"20067","KS2015103",1.599,"mg/L",1,"06/30/1992"
"20068","KS2015301",3.125,"mg/L",4,"12/31/1993"
"20069","MT0062578",0.0175,"mg/L",1,"12/31/1995"
"20070","MT0000003",2.61,"mg/L",1,"12/31/1993"
"20071","MT0000020",4.62,"mg/L",11,"12/31/1993"
"20072","MT0000022",2.52,"mg/L",2,"12/31/1998"
"20073","MT0000057",3.2,"mg/L",1,"12/31/1993"
"20074","MT0000105",3.25,"mg/L",5,"12/31/1997"
"20075","MT0000123",2.6,"mg/L",5,"12/31/2003"
"20076","MT0000143",2.7,"mg/L",1,"06/30/1994"
"20077","MT0000159",2.91,"mg/L",2,"12/31/1993"
"20078","MT0000169",2.6,"mg/L",1,"12/31/1993"
"20079","MT0000170",2,"mg/L",4,"12/31/1992"
"20080","MT0000185",2.42,"mg/L",2,"12/31/1993"
"20081","MT0000195",4.59,"mg/L",15,"12/31/1999"
"20082","MT0000196",1.59,"mg/L",1,"12/31/1993"
"20083","MT0000201",2.02,"mg/L",3,"12/31/1996"
"20084","MT0000201",2.02,"mg/L",3,"12/31/1992"
"20085","MT0000210",2.17,"mg/L",5,"12/31/1996"
"20086","MT0000221",4.24,"mg/L",2,"12/31/1993"
"20087","MT0000232",2.12,"mg/L",1,"12/31/1995"
"20088","MT0000234",3.3,"mg/L",8,"12/31/1995"
"20089","MT0000246",1.75,"mg/L",4,"06/30/1994"
"20090","MT0000248",2.21,"mg/L",2,"12/31/1993"
"20091","MT0000262",1.49,"mg/L",1,"12/31/1993"
"20092","MT0000270",1.92,"mg/L",4,"06/30/1993"
"20093","MT0000274",1.4,"mg/L",4,"06/30/1999"
"20094","MT0000289",5,"mg/L",10,"12/31/2000"
"20095","MT0000298",2.47,"mg/L",7,"12/31/1993"
"20096","MT0000305",1.49,"mg/L",1,"06/30/1994"
"20097","MT0000306",1.57,"mg/L",4,"12/31/1999"
"20098","MT0000308",1.56,"mg/L",3,"12/31/1994"
"20099","MO3241442",0.0155,"mg/L",1,"12/31/1994"
"20100","ND4000854",0.0287,"mg/L",2,"12/31/1993"
"20101","IA7915017",3.1,"mg/L",7,"06/30/2003"
"20102","FL2164625",0.024,"mg/L",1,"12/31/2001"
"20103","MT0000452",1.52,"mg/L",2,"12/31/1996"
"20104","NV0002541",0.0378,"mg/L",2,"06/30/1993"
"20105","NV0002558",0.027,"mg/L",2,"12/31/2002"
"20106","NV0003005",0.018,"mg/L",1,"12/31/1993"
"20107","NV0003016",0.039,"mg/L",2,"06/30/2000"
"20108","NV0003071",0.04,"mg/L",1,"06/30/1994"
"20109","NV0004000",0.077,"mg/L",1,"12/31/1997"
"20110","NV0004001",0.017,"mg/L",1,"12/31/1994"
"20111","MT0003807",0.016,"mg/L",1,"12/31/1997"
"20112","SD4600910",2,"mg/L",2,"06/30/2004"
"20113","MT0000022",2.52,"mg/L",2,"09/30/1999"
"20114","MT0000158",3.41,"mg/L",14,"12/31/1993"
"20115","MT0000306",1.57,"mg/L",4,"09/30/1999"
"20116","MT0000308",1.56,"mg/L",3,"09/30/1994"
"20117","MT0000327",1.8,"mg/L",6,"09/30/1995"
"20118","MT0000452",1.52,"mg/L",2,"09/30/1996"
"20119","MT0001644",1.51,"mg/L",2,"09/30/1995"
"20120","MT0001735",2.85,"mg/L",15,"09/30/1998"
"20121","MT0001778",1.7,"mg/L",1,"12/31/1999"
"20122","MT0003460",6.6,"mg/L",2,"09/30/1996"
"20123","MT0003593",1.685,"mg/L",1,"06/30/1994"
"20124","MT0003620",1.395,"mg/L",2,"09/30/1995"
"20125","WV9920088",1.89,"mg/L",3,"04/01/1997"
"20126","VA3001003",0.058,"mg/L",5,"06/30/2004"
"20127","ND4500065",0.0307,"mg/L",1,"12/31/1996"
"20128","UTAH18005",0.055,"mg/L",8,"12/31/1999"
"20129","NV0005027",0.016,"mg/L",1,"12/31/1996"
"20130","MO6170130",0.0188,"mg/L",2,"12/31/1995"
"20131","WY5600485",0.03,"mg/L",2,"12/31/2002"
"20132","WY5601184",0.022,"mg/L",2,"12/31/2001"
"20133","WY5680093",0.116,"mg/L",5,"12/31/2001"
"20134","WY5600183",2.56,"mg/L",3,"12/31/2004"
"20135","WY5600216",2.62,"mg/L",9,"12/31/2004"
"20136","UTAH23023",0.061,"mg/L",2,"12/31/1993"
"20137","UTAH23024",0.027,"mg/L",5,"12/31/1998"
"20138","UTAH23053",0.017,"mg/L",2,"06/30/1994"
"20139","UTAH23054",0.018,"mg/L",2,"12/31/1993"
"20140","VA4075400",0.018,"mg/L",2,"12/31/2004"
"20141","VA4085140",0.0382,"mg/L",2,"12/31/2005"
"20142","MT0003442",0.023,"mg/L",1,"12/31/1993"
"20143","KS2015701",0.017,"mg/L",1,"06/30/1994"
"20144","KS2015711",0.017,"mg/L",1,"12/31/1993"
"20145","KS2016108",0.02,"mg/L",2,"12/31/1993"
"20146","UTAH25028",0.023,"mg/L",2,"06/30/1995"
"20147","UTAH23058",0.071,"mg/L",9,"12/31/1993"
"20148","OK8005504",0.031,"mg/L",1,"12/31/1993"
"20149","ND0900134",0.0243,"mg/L",1,"12/31/1996"
"20150","ND0901184",0.0315,"mg/L",2,"06/30/1994"
"20151","MT0003412",0.153,"mg/L",1,"12/31/1993"
"20152","MT0003416",0.079,"mg/L",5,"06/30/1994"
"20153","MT0003417",0.053,"mg/L",2,"12/31/1993"
"20154","ND0900387",0.0361,"mg/L",1,"12/31/1993"
"20155","NV0000088",0.023,"mg/L",1,"06/30/1994"
"20156","MT0003439",0.35,"mg/L",1,"12/31/1993"
"20157","UTAH16003",0.024,"mg/L",2,"12/31/1995"
"20158","NV0003004",0.0365,"mg/L",1,"12/31/2001"
"20159","VA6153060",0.187,"mg/L",2,"12/31/2004"
"20160","VA6157400",0.038,"mg/L",2,"12/31/2005"
"20161","VA6179100",0.054,"mg/L",3,"06/30/2004"
"20162","VA6179775",0.054,"mg/L",3,"06/30/2004"
"20163","VA6685100",0.02,"mg/L",2,"12/31/2006"
"20164","VA2003810",2.24,"mg/L",6,"12/31/2004"
"20165","VA4085902",0.02775,"mg/L",2,"12/31/2005"
"20166","VA4087075",0.0762,"mg/L",2,"12/31/2004"
"20167","VA4087140",0.0272,"mg/L",2,"12/31/2004"
"20168","VA5019865",0.037,"mg/L",2,"12/31/2004"
"20169","VA5031155",0.219,"mg/L",3,"12/31/2004"
"20170","VA5067045",0.154,"mg/L",6,"12/31/2004"
"20171","KS2016901",0.022,"mg/L",1,"12/31/1993"
"20172","KS2016905",0.02,"mg/L",1,"12/31/1993"
"20173","KS2017333",0.1,"mg/L",1,"12/31/1993"
"20174","KS2016134",0.018,"mg/L",1,"12/31/1993"
"20175","MT0003499",0.034,"mg/L",1,"12/31/1993"
"20176","UTAH02019",0.017,"mg/L",2,"12/31/1993"
"20177","KS2017334",0.017,"mg/L",1,"12/31/1993"
"20178","ND3900973",0.0291,"mg/L",1,"12/31/1995"
"20179","MT0000335",2.09,"mg/L",5,"06/30/2001"
"20180","MT0000340",3.59,"mg/L",5,"06/30/1994"
"20181","MT0000362",3.35,"mg/L",5,"06/30/1995"
"20182","MT0000549",1.55,"mg/L",3,"12/31/1993"
"20183","MT0000591",1.89,"mg/L",1,"12/31/1993"
"20184","MT0000632",3.4,"mg/L",10,"06/30/2001"
"20185","MT0000644",1.4,"mg/L",2,"12/31/2000"
"20186","MT0000705",3.8,"mg/L",10,"12/31/2000"
"20187","MT0001054",3.3,"mg/L",3,"12/31/1994"
"20188","MT0001248",1.71,"mg/L",5,"12/31/2001"
"20189","MT0001579",2.097,"mg/L",3,"12/31/2001"
"20190","MT0001644",1.51,"mg/L",2,"12/31/1995"
"20191","MT0001735",2.85,"mg/L",15,"12/31/1998"
"20192","MT0001786",1.62,"mg/L",6,"12/31/1999"
"20193","MT0001825",1.86,"mg/L",1,"06/30/1994"
"20194","MT0001865",4.21,"mg/L",2,"06/30/1994"
"20195","MT0001990",2.395,"mg/L",1,"12/31/1994"
"20196","MT0002084",1.91,"mg/L",2,"12/31/1993"
"20197","MT0002120",1.73,"mg/L",6,"12/31/1993"
"20198","MT0002128",2.26,"mg/L",2,"12/31/1993"
"20199","MT0002154",3.22,"mg/L",5,"12/31/1993"
"20200","MT0002465",1.53,"mg/L",1,"06/30/1994"
"20201","MT0002466",2.7,"mg/L",4,"12/31/1994"
"20202","ND0700800",0.043,"mg/L",1,"06/30/1994"
"20203","ND4300871",0.114,"mg/L",2,"06/30/1998"
"20204","UTAH02058",0.017,"mg/L",2,"12/31/1996"
"20205","IA5842102",1.8,"mg/L",5,"06/30/1998"
"20206","MT0002513",2,"mg/L",1,"06/30/1994"
"20207","MT0002559",2.745,"mg/L",1,"12/31/1993"
"20208","MT0002799",1.39,"mg/L",1,"12/31/1993"
"20209","MT0002898",2.1,"mg/L",3,"12/31/1993"
"20210","MT0002903",1.645,"mg/L",5,"12/31/2002"
"20211","MT0003078",1.47,"mg/L",1,"12/31/1993"
"20212","MT0003082",2.15,"mg/L",3,"06/30/1994"
"20213","MT0003110",2.17,"mg/L",2,"12/31/1993"
"20214","MT0003154",1.6,"mg/L",1,"12/31/1995"
"20215","MT0003257",1.82,"mg/L",3,"06/30/1994"
"20216","MT0003305",3.35,"mg/L",6,"12/31/1993"
"20217","MT0003436",2.46,"mg/L",8,"12/31/1993"
"20218","UTAH18031",0.018,"mg/L",4,"12/31/1996"
"20219","ND4600487",0.0185,"mg/L",1,"06/30/1995"
"20220","CO0154466",0.0591,"mg/L",1,"12/31/2003"
"20221","CT0850513",1.37,"mg/L",1,"12/31/1998"
"20222","CT0850543",6.14,"mg/L",3,"12/31/1997"
"20223","CT1020583",6.3,"mg/L",1,"06/30/1998"
"20224","CT1085043",1.4,"mg/L",1,"12/31/1998"
