pwsid,total_samples,detection_share,concentration_avg,concentration_max,pfas_count
LA1093005,158,.012658228,2.75,5.5,1
LA1095002,109,.036697246,6.291666805744171,9.400000333786011,2
LA1095003,42,.095238097,2.271999940276146,6.160000085830688,4
LA1097004,58,0,0,0,0
LA1097010,12,0,0,0,0
LA1097011,12,0,0,0,0
LA1097022,12,0,0,0,0
LA1097033,58,0,0,0,0
LA1099002,58,0,0,0,0
LA1099005,12,0,0,0,0
LA1099006,33,0,0,0,0
LA1099008,6,0,0,0,0
LA1099009,12,0,0,0,0
LA1101002,18,.22222222,4.569999992847443,4.569999992847443,4
LA1101003,18,0,0,0,0
LA1101005,100,.0099999998,.1857142895460129,1.299999952316284,1
LA1101006,47,.063829787,2.149999976158142,4.299999952316284,3
LA1101009,18,0,0,0,0
LA1101010,18,0,0,0,0
LA1101011,47,.08510638,2.065000027418137,4.130000054836273,4
LA1103004,18,0,0,0,0
LA1103005,41,0,0,0,0
LA1103006,58,0,0,0,0
LA1103011,12,0,0,0,0
LA1103013,54,0,0,0,0
LA1103023,41,0,0,0,0
LA1103033,33,0,0,0,0
LA1103040,18,0,0,0,0
LA1103041,18,0,0,0,0
LA1103046,20,.1,1.166666626930237,2.400000095367432,1
LA1103053,30,.033333335,4.099999904632568,8.199999809265137,1
LA1103054,18,0,0,0,0
LA1103055,58,0,0,0,0
LA1103062,18,0,0,0,0
LA1103066,27,.33333334,12.94999998807907,25.89999997615814,9
LA1103069,18,0,0,0,0
LA1103071,18,0,0,0,0
LA1103072,18,0,0,0,0
LA1103073,30,0,0,0,0
LA1103077,18,0,0,0,0
LA1103079,70,0,0,0,0
LA1103088,18,0,0,0,0
LA1103106,18,0,0,0,0
LA1103108,18,0,0,0,0
LA1103111,18,0,0,0,0
LA1103131,18,0,0,0,0
LA1103143,18,0,0,0,0
LA1103149,18,0,0,0,0
LA1103179,18,0,0,0,0
LA1103184,18,0,0,0,0
LA1103201,18,0,0,0,0
LA1105001,87,0,0,0,0
LA1105008,41,0,0,0,0
LA1105009,12,0,0,0,0
LA1105010,109,0,0,0,0
LA1105019,54,0,0,0,0
LA1105028,58,0,0,0,0
LA1105081,18,0,0,0,0
LA1107003,18,0,0,0,0
LA1107004,12,0,0,0,0
LA1107009,133,.0075187972,2.100000143051147,6.300000190734863,1
LA1109001,111,.036036037,7.633333444595337,11.70000004768372,2
LA1109002,140,.035714287,7.100000143051147,10,2
LA1111005,87,.057471264,3.699999928474426,8.300000190734863,2
LA1113001,12,0,0,0,0
LA1113031,57,0,0,0,0
LA1113032,58,0,0,0,0
LA1113034,120,0,0,0,0
LA1115065,58,0,0,0,0
LA1115071,83,0,0,0,0
LA1115117,116,0,0,0,0
LA1117001,12,0,0,0,0
LA1117025,58,0,0,0,0
LA1119015,12,0,0,0,0
LA1119021,12,0,0,0,0
LA1119023,41,0,0,0,0
LA1121008,87,0,0,0,0
LA1121018,18,0,0,0,0
LA1121027,58,0,0,0,0
LA1125005,58,0,0,0,0
LA2033025,58,0,0,0,0
LA2105049,18,0,0,0,0
MA1004000,36,0,0,0,0
MA1004001,37,.027027028,.5666666626930237,1.700000047683716,1
MA1005000,24,0,0,0,0
MA1005001,18,0,0,0,0
MA1008000,229,.034934498,.3403504621237516,4.110000014305115,5
MA1013000,36,0,0,0,0
MA1013001,36,0,0,0,0
MA1013002,18,0,0,0,0
MA1013004,18,0,0,0,0
MA1015000,131,.27480915,6.788101971149445,15.64000022411346,7
MA1015001,36,.16666667,3.905499964952469,6.99099987745285,5
MA1022004,25,.56,14.70549941062927,15.14199990034103,7
MA1022006,18,0,0,0,0
MA1022009,18,0,0,0,0
MA1022010,18,.055555556,.4300000071525574,.4300000071525574,1
MA1022011,54,.18518518,3.363333404064178,4.020000040531158,4
MA1022013,18,0,0,0,0
MA1022015,18,0,0,0,0
MA1022017,20,.1,.8899999856948853,1.779999971389771,2
MA1022019,18,0,0,0,0
MA1022020,18,0,0,0,0
MA1022021,19,.052631579,.2700000107288361,.5400000214576721,1
MA1022026,131,.35114503,12.62166792154312,42.17999994754791,8
MA1022028,18,0,0,0,0
MA1022029,18,0,0,0,0
MA1022030,18,0,0,0,0
MA1022031,6,.66666669,4.5,4.5,4
MA1022032,18,.33333334,18.65999990701675,18.65999990701675,6
MA1022033,35,.057142857,1.130999982357025,1.785999953746796,2
MA1022034,48,.54166669,25.40225103497505,36.16200065612793,7
MA1022035,18,.16666667,2.60999995470047,2.60999995470047,3
MA1024000,142,.16901408,3.841830834746361,10.90799981355667,6
MA1024001,102,.3137255,17.63066673278809,23.72999978065491,6
MA1024002,54,.2962963,10.67533311247826,12.56099992990494,6
MA1024006,18,0,0,0,0
MA1024009,72,0,0,0,0
MA1024011,72,.055555556,.7224999964237213,2.070000052452087,2
MA1024012,72,.069444448,.6550000011920929,1.339999973773956,2
MA1024013,58,.18965517,2.603749990463257,3.600000023841858,3
MA1024015,90,.23333333,6.585999816656113,8.190000176429749,5
MA1024022,18,0,0,0,0
MA1029000,93,.064516127,.3274999856948853,.5299999713897705,1
MA1033000,57,.052631579,.4799999892711639,1.919999957084656,3
MA1043001,92,.043478262,.3316666632890701,1.139999985694885,2
MA1043002,72,.15277778,2.786499932408333,5.617999970912933,5
MA1043011,18,0,0,0,0
MA1043014,72,0,0,0,0
MA1043015,18,0,0,0,0
MA1043017,18,.055555556,1.299999952316284,1.299999952316284,1
MA1043018,22,.31818181,3.174500048160553,3.948000073432922,4
MA1043019,18,0,0,0,0
MA1043020,18,0,0,0,0
MA1043025,54,0,0,0,0
MA1043026,18,0,0,0,0
MA1043027,18,0,0,0,0
MA1043028,18,0,0,0,0
MA1043029,18,0,0,0,0
MA1047000,36,0,0,0,0
MA1053004,18,0,0,0,0
MA1053007,36,0,0,0,0
MA1053011,14,0,0,0,0
MA1053014,18,0,0,0,0
MA1053015,18,0,0,0,0
MA1053016,18,0,0,0,0
MA1053021,18,0,0,0,0
MA1053023,18,.11111111,2.600000023841858,2.600000023841858,2
MA1053024,36,0,0,0,0
MA1053026,18,0,0,0,0
MA1053027,18,0,0,0,0
MA1053028,18,0,0,0,0
MA1053029,18,0,0,0,0
MA1053030,36,.083333336,.814999982714653,1.629999965429306,3
MA1053031,18,0,0,0,0
MA1053032,18,.055555556,2,2,1
MA1053033,72,.013888889,.0949999988079071,.3799999952316284,1
MA1053034,18,.055555556,.4900000095367432,.4900000095367432,1
MA1058000,72,.25,3.649999991059303,5.119999945163727,6
MA1058001,90,0,0,0,0
MA1058002,72,0,0,0,0
MA1058009,36,.16666667,8.129999995231628,16.25999999046326,6
MA1058011,18,.11111111,1.019999980926514,1.019999980926514,2
MA1059000,36,0,0,0,0
MA1059012,19,.10526316,1.549999952316284,1.600000023841858,1
MA1060004,36,0,0,0,0
MA1060005,18,0,0,0,0
MA1060006,54,.24074075,7.77666674554348,13.6000000834465,6
MA1060008,18,.22222222,7.120000064373016,7.120000064373016,4
MA1061000,53,0,0,0,0
MA1063003,72,0,0,0,0
MA1063005,36,.33333334,799.5999994277954,841.5999999046326,6
MA1063008,72,.013888889,.1225000023841858,.4900000095367432,1
MA1063009,18,0,0,0,0
MA1066000,36,0,0,0,0
MA1066001,36,0,0,0,0
MA1066004,36,0,0,0,0
MA1066005,20,.2,1.304999977350235,1.379999995231628,2
MA1068003,20,.2,2.299999952316284,2.400000095367432,2
MA1068005,18,0,0,0,0
MA1068006,54,0,0,0,0
MA1069001,52,.07692308,.6200000047683716,1.099999994039536,2
MA1069002,72,0,0,0,0
MA1069003,91,.10989011,1.441999971866608,1.780000030994415,2
MA1069007,19,.052631579,.4550000131130219,.9100000262260437,1
MA1069009,24,0,0,0,0
MA1069010,18,0,0,0,0
MA1070000,90,.033333335,.4699999988079071,.9700000286102295,1
MA1074000,72,.013888889,.1292500048875809,.5170000195503235,1
MA1074001,206,0,0,0,0
MA1074002,18,0,0,0,0
MA1074005,72,0,0,0,0
MA1074008,18,0,0,0,0
MA1085000,24,0,0,0,0
MA1087000,182,.054945055,.4677083194255829,1.509999990463257,2
MA1090000,90,0,0,0,0
MA1090008,18,0,0,0,0
MA1090012,20,.2,1.650000035762787,1.820000052452087,2
MA1090014,21,.2857143,3.764999985694885,3.879999995231628,3
MA1090018,50,.56,90.72250008583069,103.9899999499321,7
MA1091000,72,0,0,0,0
MA1091003,19,.052631579,.4000000059604645,.800000011920929,1
MA1091004,18,.22222222,3.259999990463257,3.259999990463257,4
MA1091005,72,.16666667,2.782499998807907,3.420000016689301,4
MA1091007,36,.22222222,6.949999928474426,7.290000081062317,4
MA1091011,18,.16666667,2.499000012874603,2.499000012874603,3
MA1091014,18,0,0,0,0
MA1091016,36,.16666667,17.25000011920929,23.10000002384186,3
MA1098004,72,0,0,0,0
MA1098005,23,.43478259,8.544999957084656,8.770000278949738,5
MA1098009,18,.055555556,.4399999976158142,.4399999976158142,1
MA1106002,269,.20817845,18.50383350253105,30.13000005483627,5
MA1106004,74,.054054055,.2559999972581863,.6860000193119049,2
MA1106006,18,0,0,0,0
MA1108004,18,0,0,0,0
MA1108007,18,0,0,0,0
MA1108008,18,0,0,0,0
MA1108009,90,.011111111,.0800000056624413,.4000000059604645,1
MA1108010,18,0,0,0,0
MA1108014,18,0,0,0,0
MA1111000,138,.28260869,5.650049902498722,10.19599992036819,6
MA1111001,102,.37254903,8.391209796071053,12.51900011301041,6
MA1111002,36,0,0,0,0
MA1111003,105,.17142858,2.290777780115604,8.530999958515167,6
MA1111006,64,0,0,0,0
MA1111009,17,0,0,0,0
MA1111013,18,.22222222,5.590000033378601,5.590000033378601,4
MA1111015,18,0,0,0,0
MA1111020,47,.4893617,40.30833411216736,47.70000028610229,6
MA1111025,36,0,0,0,0
MA1111027,18,0,0,0,0
MA1111028,18,0,0,0,0
MA1111029,20,.15000001,.9249999821186066,1.269999980926514,2
MA1111031,18,0,0,0,0
MA1111032,36,.27777779,8.920000076293945,10.50000011920929,5
MA1111033,18,0,0,0,0
MA1111035,18,0,0,0,0
MA1111036,18,0,0,0,0
MA1111037,36,0,0,0,0
MA1111038,54,.018518519,.1700000017881393,.5099999904632568,1
MA1111039,36,.055555556,.7560000419616699,.8519999980926514,1
MA1111040,18,0,0,0,0
MA1111041,39,.07692308,1.630000039935112,4.889999985694885,3
MA1111042,18,.16666667,2.050000011920929,2.050000011920929,3
MA1111043,19,.052631579,.3350000083446503,.6700000166893005,1
MA1111044,18,.055555556,.6100000143051147,.6100000143051147,1
MA1112000,36,0,0,0,0
MA1112002,18,0,0,0,0
MA1112003,22,.22727273,3.275000035762787,5.910000026226044,4
MA1112006,72,0,0,0,0
MA1112008,18,.055555556,.6000000238418579,.6000000238418579,1
MA1112009,18,0,0,0,0
MA1112010,18,0,0,0,0
MA1113000,72,.055555556,.7550000101327896,1.910000026226044,2
MA1113003,72,.125,2.217500001192093,4.890000104904175,4
MA1113006,19,.052631579,.300000011920929,.6000000238418579,1
MA1113013,91,.010989011,.0683333352208138,.4099999964237213,1
MA1113015,18,.11111111,1.110000014305115,1.110000014305115,2
MA1113016,54,0,0,0,0
MA1113017,90,0,0,0,0
MA1113028,36,0,0,0,0
MA1113030,18,.055555556,.6600000262260437,.6600000262260437,1
MA1114000,176,.11363637,1.715901970863342,13.14299982786179,7
MA1117002,120,0,0,0,0
MA1117006,18,0,0,0,0
MA1120001,88,.32954547,3.427857160568237,4.53999987244606,5
MA1120002,54,0,0,0,0
MA1120004,42,.42857143,10.37333339452744,12.54999995231628,6
MA1120006,112,.4642857,12.3044445514679,17.11999976634979,6
MA1120008,36,0,0,0,0
MA1120011,36,0,0,0,0
MA1120015,104,.22115384,5.953928545117378,10.90000009536743,5
MA1120017,36,.3888889,19.93000024557114,22.15000009536743,7
MA1120020,18,.22222222,3.855000078678131,3.855000078678131,4
MA1120021,18,.11111111,2.299999952316284,2.299999952316284,2
MA1120022,86,.31395349,7.882799923419952,9.590000033378601,6
MA1120023,36,0,0,0,0
MA1120024,18,.27777779,5.710000097751617,5.710000097751617,5
MA1120026,36,.30555555,11.00999975204468,13.49999988079071,6
MA1120027,18,0,0,0,0
MA1120030,36,.41666666,28.9950003027916,32.60000002384186,8
MA1120033,72,0,0,0,0
MA1120034,18,0,0,0,0
MA1121002,18,0,0,0,0
MA1121004,55,.018181818,.1474999934434891,.5899999737739563,1
MA1121005,18,0,0,0,0
MA1121009,72,0,0,0,0
MA1121010,45,.42222223,7.284166797995567,10.3400000333786,6
MA1121011,54,0,0,0,0
MA1121013,18,0,0,0,0
MA1121015,18,.055555556,.3039999902248383,.3039999902248383,1
MA1124000,90,.16666667,4.561399966478348,7.847999930381775,5
MA1124001,36,0,0,0,0
MA1124002,73,.01369863,.1343999952077866,.671999990940094,1
MA1124003,70,.38571429,5.64860001206398,8.315999984741211,5
MA1124008,36,0,0,0,0
MA1124012,18,0,0,0,0
MA1127000,262,.31679389,24.77084675431252,64.82000005245209,7
MA1129003,18,0,0,0,0
MA1130002,18,0,0,0,0
MA1130003,18,0,0,0,0
MA1130004,18,0,0,0,0
MA1132000,19,.052631579,.550000011920929,1.100000023841858,1
MA1132002,119,.11764706,.8083333224058151,1.920000016689301,3
MA1132006,18,0,0,0,0
MA1132008,129,.20930232,3.148035660386086,4.849999904632568,5
MA1132009,56,.035714287,.6749999821186066,2.699999928474426,2
MA1132011,18,0,0,0,0
MA1132013,18,0,0,0,0
MA1132014,18,0,0,0,0
MA1135001,18,.11111111,2.460000038146973,2.460000038146973,2
MA1135003,36,0,0,0,0
MA1135007,18,0,0,0,0
MA1135011,18,.33333334,56.89999985694885,56.89999985694885,6
MA1135013,18,0,0,0,0
MA1137000,146,.061643835,.4500000029802322,1.679999977350235,3
MA1137003,18,0,0,0,0
MA1143000,36,0,0,0,0
MA1143002,18,0,0,0,0
MA1143003,18,0,0,0,0
MA1143006,18,0,0,0,0
MA1143007,18,0,0,0,0
MA1143008,18,0,0,0,0
MA1143011,18,0,0,0,0
MA1143013,18,.16666667,2.35999995470047,2.35999995470047,3
MA1143014,18,.11111111,1.68000003695488,1.68000003695488,2
MA1148000,391,.40409207,102.4031792730093,326.0799998641014,7
MA1148001,54,.09259259,.9066666662693024,2.079999983310699,4
MA1148008,90,0,0,0,0
MA1148014,18,0,0,0,0
MA1148016,18,0,0,0,0
MA1148018,18,0,0,0,0
MA1148019,22,.31818181,3.30000002682209,3.67999991774559,4
MA1148020,18,0,0,0,0
MA1148022,18,0,0,0,0
MA1150000,119,.05882353,.596666656434536,1.520000010728836,3
MA1150003,36,0,0,0,0
MA1152000,36,0,0,0,0
MA1152010,18,0,0,0,0
MA1154000,18,0,0,0,0
MA1154001,146,.47260273,13.12907928228378,35.55999934673309,16
MA1154003,18,0,0,0,0
MA1154004,36,.027777778,.2450000047683716,.4900000095367432,1
MA1159000,82,0,0,0,0
MA1159001,18,0,0,0,0
MA1159002,18,0,0,0,0
MA1161002,23,.47826087,12.19000005722046,12.6800000667572,6
MA1161004,18,0,0,0,0
MA1161005,18,0,0,0,0
MA1161006,18,.33333334,16.60000014305115,16.60000014305115,6
MA1183002,18,0,0,0,0
MA1190000,18,0,0,0,0
MA1191000,137,.24817519,4.140564002096653,10.93200010061264,7
MA1191001,18,0,0,0,0
MA1191003,19,.15789473,2.070000052452087,2.120000004768372,2
MA1191004,51,.29411766,11.45000010728836,25.00000071525574,6
MA1191007,18,.22222222,5.927000045776367,5.927000045776367,4
MA1191011,20,.15000001,1.030000001192093,1.339999973773956,2
MA1191012,18,0,0,0,0
MA1191013,121,.43801653,42.80148190259933,57.17999970912933,7
MA1192000,73,.01369863,.1446000039577484,.7229999899864197,1
MA1192003,76,.2631579,5.893650092184544,8.669999986886978,6
MA1192006,18,0,0,0,0
MA1193000,36,0,0,0,0
MA1193003,36,0,0,0,0
MA1193008,18,.16666667,3.950000047683716,3.950000047683716,3
MA1193011,18,0,0,0,0
MA1193015,22,.18181819,1.930000007152557,3.860000014305115,4
MA1193019,18,0,0,0,0
MA1193020,26,.1923077,4.426666647195816,8.779999941587448,4
MA1193022,6,.16666667,.4799999892711639,.4799999892711639,1
MA1193023,36,.083333336,2.659999966621399,5.319999933242798,3
MA1194001,18,0,0,0,0
MA1194002,18,0,0,0,0
MA1195001,20,.1,1.649999976158142,3.299999952316284,2
MA1195004,18,0,0,0,0
MA1200005,19,.052631579,.6499999761581421,1.299999952316284,1
MA1200007,18,0,0,0,0
MA1203000,54,.14814815,4.153333246707916,10.18999975919724,5
MA1203002,57,.052631579,.8824999779462814,3.529999911785126,3
MA1203007,18,.055555556,.8799999952316284,.8799999952316284,1
MA1203009,18,0,0,0,0
MA1203011,90,.077777781,.6380000114440918,1.120000004768372,2
MA1203012,18,0,0,0,0
MA1203014,18,0,0,0,0
MA1203015,18,0,0,0,0
MA1203017,18,0,0,0,0
MA1203018,18,0,0,0,0
MA1204001,471,.43312103,53.62233889102936,120.5899994373322,8
MA1204003,18,0,0,0,0
MA1209000,224,.049107142,.8863186873495579,7.600000083446503,4
MA1209001,21,.19047619,2.48499995470047,3.769999980926514,3
MA1214000,218,.22477064,3.436334520578384,12.4990000128746,8
MA1214001,72,0,0,0,0
MA1214005,18,0,0,0,0
MA1217000,90,.044444446,.6048000156879425,1.650000035762787,2
MA1217001,72,0,0,0,0
MA1217002,72,.027777778,.1912500038743019,.7650000154972076,2
MA1217003,93,.1827957,1.719000026583672,2.940000027418137,4
MA1217005,18,0,0,0,0
MA1217007,152,.052631579,123.9677797704935,1115.710000097752,8
MA1223000,99,.14141414,1.6847103536129,4.587999939918518,4
MA1223006,18,.27777779,3.969999998807907,3.969999998807907,5
MA1223010,54,0,0,0,0
MA1223011,21,.33333334,4.849999934434891,5.00999990105629,4
MA1223012,18,.27777779,3.830000072717667,3.830000072717667,5
MA1223017,18,.16666667,3.859999895095825,3.859999895095825,3
MA1225003,18,0,0,0,0
MA1225006,18,0,0,0,0
MA1225009,33,.45454547,8.430833354592323,19.63000002503395,8
MA1225012,18,0,0,0,0
MA1225013,18,0,0,0,0
MA1225014,18,0,0,0,0
MA1225016,16,0,0,0,0
MA1225017,237,.075949363,3.574666678905487,12.29999995231628,2
MA1225022,36,0,0,0,0
MA1225028,18,0,0,0,0
MA1225034,23,.2173913,11.27499988675117,22.54999977350235,5
MA1225036,18,.22222222,9.239999711513519,9.239999711513519,4
MA1225040,90,.088888891,.8540000021457672,1.229999959468842,2
MA1225041,18,0,0,0,0
MA1225043,18,0,0,0,0
MA1225044,18,0,0,0,0
MA1225045,24,.5,11.42499995231628,11.88000011444092,6
MA1225046,18,0,0,0,0
MA1225047,18,0,0,0,0
MA1227000,90,0,0,0,0
MA1227002,91,.30769232,4.510888859629631,10.64000016450882,4
MA1227003,146,.43835616,9.964540332555771,25.50999981164932,8
MA1227007,36,.3611111,29.55499997735023,34.19999998807907,7
MA1227010,18,.11111111,1.960000038146973,1.960000038146973,2
MA1227013,23,.43478259,13.33000069856644,13.95000022649765,5
MA1227014,18,.055555556,.4600000083446503,.4600000083446503,1
MA1227015,75,.093333334,1.848571419715881,2.359999895095825,1
MA1227018,18,.22222222,4.050000071525574,4.050000071525574,4
MA1227019,18,0,0,0,0
MA1227020,18,0,0,0,0
MA1233002,18,0,0,0,0
MA1234001,511,.48140901,44.38899278640747,74.91000175476074,7
MA1234003,108,.21296297,4.644499957561493,6.74399995803833,5
MA1234004,36,.33333334,84.44999980926514,87.10000014305115,6
MA1234005,18,.16666667,6.211000025272369,6.211000025272369,3
MA1234006,122,.40983605,12.33690279722214,14.82999968528748,6
MA1234011,18,.16666667,2.240000009536743,2.240000009536743,3
MA1234012,84,.30952382,27.88166689872742,50.10000038146973,7
MA1234013,18,.055555556,.5799999833106995,.5799999833106995,1
MA1236000,155,.12903225,1.071546547114849,3.150000065565109,4
MA1236011,18,0,0,0,0
MA1236013,23,.2173913,3.135000020265579,6.270000040531158,5
MA1236015,18,0,0,0,0
MA1236016,36,.027777778,.949999988079071,1.899999976158142,1
MA1237001,18,0,0,0,0
MA1237003,18,0,0,0,0
MA1237005,18,0,0,0,0
MA1249000,40,.1,3.370000049471855,10.10999995470047,4
MA1249004,54,0,0,0,0
MA1249008,54,0,0,0,0
MA1249010,18,0,0,0,0
MA1249011,18,0,0,0,0
MA1249012,18,0,0,0,0
MA1249013,18,0,0,0,0
MA1253002,18,.27777779,9.099999904632568,9.099999904632568,5
MA1253003,18,0,0,0,0
MA1253004,18,0,0,0,0
MA1253007,72,0,0,0,0
MA1253009,18,0,0,0,0
MA1255000,38,.10526316,.5386666506528854,.8549999892711639,2
MA1255003,18,.16666667,3.570000052452087,3.570000052452087,3
MA1255004,90,0,0,0,0
MA1255005,78,0,0,0,0
MA1256000,72,.055555556,.4399999976158142,.4699999988079071,1
MA1256002,36,.11111111,1.334999978542328,2.669999957084656,4
MA1256003,18,0,0,0,0
MA1256004,18,0,0,0,0
MA1260001,72,.2361111,4.144999921321869,6.779999971389771,5
MA1260009,18,0,0,0,0
MA1263003,114,.10526316,4.142321467399597,15.29999983310699,5
MA1263005,18,0,0,0,0
MA1263010,18,.055555556,3.400000095367432,3.400000095367432,1
MA1267000,72,0,0,0,0
MA1267001,91,.010989011,.1783333569765091,1.070000052452087,1
MA1267002,18,0,0,0,0
MA1268000,36,0,0,0,0
MA1268003,72,.013888889,.1707500070333481,.6830000281333923,1
MA1268010,18,0,0,0,0
MA1268011,55,.054545455,.2997499853372574,.7529999911785126,2
MA1268014,18,0,0,0,0
MA1268016,18,0,0,0,0
MA1268017,18,0,0,0,0
MA1268018,18,0,0,0,0
MA1272001,18,0,0,0,0
MA1272002,96,.0625,.55233334004879,1.020000010728836,2
MA1272003,18,0,0,0,0
MA1272004,27,.37037036,6.273333340883255,9.700000107288361,4
MA1275000,53,0,0,0,0
MA1275001,43,0,0,0,0
MA1276000,70,.14285715,1.159000024199486,1.689999997615814,3
MA1279000,344,.18023255,4.109058856964111,10.57000005245209,6
MA1279002,37,.64864862,15.27999985218048,25.50000023841858,7
MA1279003,36,0,0,0,0
MA1281000,231,.017316017,.1966257616877556,1.773000001907349,3
MA1283003,90,.27777779,6.65200001001358,7.620000123977661,5
MA1283010,18,0,0,0,0
MA1283012,48,.5,10.23500001430511,12.20999985933304,6
MA1283013,55,.018181818,.135000005364418,.5400000214576721,1
MA1283015,84,.29761904,4.21266670525074,8.96999979019165,6
MA1283016,18,0,0,0,0
MA1283017,137,.26277372,4.331545472145081,11.47000008821487,6
MA1283019,207,.23188406,5.992371864616871,18.94000023603439,7
MA1283022,36,0,0,0,0
