pwsid,haa5,tthm,tthm_alt,haa5_alt,combined_dbp
NJ0516001,3.6599998,10.848333,10.848333,3.6599998,14.508333
NJ0516002,,1.365,1.365,,1.365
NJ0516003,.16249999,1.08,1.08,.16249999,1.2425001
NJ0516004,,,,,
NJ0601001,1.302757,7.4938459,6.2255478,1.302757,8.7966032
NJ0602301,,,,,
NJ0602302,,,,,
NJ0602303,,,,,
NJ0602312,,,,,
NJ0603301,,,,,
NJ0603302,,,,,
NJ0603305,0,.2,,,.2
NJ0603308,,,,,
NJ0603324,,,,,
NJ0603326,,,,,
NJ0603327,,.14,.14,,.14
NJ0603331,,,,,
NJ0604001,.80666667,1.7149999,1.7149999,.80666667,2.5216665
NJ0604302,,,,,
NJ0604303,,,,,
NJ0605001,0,.9425,.9425,,.9425
NJ0605002,.85000002,3.4678571,3.4678571,.85000002,4.3178573
NJ0605004,.175,14.217501,14.217501,.175,14.392501
NJ0605300,,,,,
NJ0605301,,,,,
NJ0605303,,,,,
NJ0605309,,,,,
NJ0605312,,,,,
NJ0605313,,,,,
NJ0605315,,,,,
NJ0605318,,4.125,4.125,,4.125
NJ0605320,,2.3833334,2.3833334,,2.3833334
NJ0605323,0,.90190476,.90190476,,.90190476
NJ0606300,,,,,
NJ0607001,.52399999,1.5699999,1.5699999,.52399999,2.0939999
NJ0607300,1.267,.27000001,.27000001,1.267,1.5369999
NJ0607302,,,,,
NJ0607307,,,,,
NJ0607310,,,,,
NJ0607311,,,,,
NJ0607322,,,,,
NJ0607326,,,,,
NJ0608300,,.033333335,.033333335,,.033333335
NJ0608309,,,,,
NJ0608310,,,,,
NJ0608311,,,,,
NJ0609001,1.515635,6.4442859,5.2150002,1.515635,7.9599209
NJ0609300,,,,,
NJ0609301,,,,,
NJ0609304,,,,,
NJ0609316,,,,,
NJ0610001,.36959192,2.9429526,2.9429526,.36959192,3.3125446
NJ0610002,,,,,
NJ0610301,,,,,
NJ0612001,,1.0166667,1.0166667,,1.0166667
NJ0612300,,53,.25,,53
NJ0612301,,,,,
NJ0613004,4.0685,19.219999,9.0116673,4.0685,23.2885
NJ0613328,,,,,
NJ0613329,,,,,
NJ0614002,1.3383334,.40791667,.40791667,1.3383334,1.74625
NJ0614003,.60180783,3.9549427,3.9549427,.60180783,4.5567503
NJ0614004,0,1.7283335,1.7283335,,1.7283335
NJ0614005,0,.16111112,.16111112,,.16111112
NJ0614313,,0,,,0
NJ0614322,.99000001,.3428413,.3428413,.99000001,1.3328413
NJ0614334,,,,,
NJ0614344,,,,,
NJ0614350,,,,,
NJ0701001,51.810768,56.416924,60.291882,50.415001,108.22769
NJ0702001,63.649048,64.347061,68.748596,49.872444,127.99611
NJ0702300,,3.8,3.8,,3.8
NJ0703001,1.8099999,7.9650002,7.9650002,1.8099999,9.7749996
NJ0704001,21.263571,65.972664,64.249763,16.423227,87.236237
NJ0704002,,.38999999,.38999999,,.38999999
NJ0705001,19.302307,28.767307,15.382312,16.223227,48.069614
NJ0706001,2.2490277,9.8400002,1.5737618,2.2490277,12.089027
NJ0706002,15.1565,56.156666,71.126007,15.1565,71.313164
NJ0707001,19.611,67.94857,60.542358,25.12294,87.55957
NJ0708001,15.183333,32.251667,38.88068,22.950972,47.435001
NJ0710001,5.1222858,27.855272,14.055591,13.587051,32.977558
NJ0712001,16.174358,32.163857,33.136368,16.626041,48.338215
NJ0713001,31.365652,52.445625,30.401258,34.860764,83.811279
NJ0714001,49.946327,63.858147,53.546902,43.393158,113.80447
NJ0715001,11.35,27.971819,28.632452,13.401095,39.321819
NJ0715002,21,50.599998,52.723328,21.094999,71.599998
NJ0715300,,,,,
NJ0716001,33.393002,45.607143,48.805702,33.442501,79.000145
NJ0716300,,.80666667,.80666667,,.80666667
NJ0717001,4.5238199,12.613636,6.1306462,4.5238199,17.137455
NJ0718001,3.5788636,8.3149996,7.9445243,3.5788636,11.893864
NJ0719001,6.6923809,17.137411,9.2780218,7.7288885,23.829792
NJ0720001,19.101999,29.664455,29.957195,15.91524,48.766457
NJ0721001,24.094801,42.34111,46.385559,24.736828,66.435913
NJ0721305,,,,,
NJ0722301,,10.3,10.3,,10.3
NJ0722304,,,,,
NJ0722305,,,,,
NJ0801001,2.5957499,9.6466665,12.289249,2.5957499,12.242416
NJ0802001,4.3192272,10.331053,9.3116179,4.3192272,14.65028
NJ0802304,.22,,,,.22
NJ0803001,4.6657019,33.566002,23.539001,4.6657019,38.231705
NJ0804001,.89250004,2.401,2.401,.89250004,3.2934999
NJ0804308,,,,,
NJ0804309,,,,,
NJ0804313,,,,,
NJ0804320,,.57999998,.57999998,,.57999998
NJ0804321,,.092500001,.092500001,,.092500001
NJ0805001,.30149999,1.7800001,1.7800001,,2.0815001
NJ0805002,0,.30500001,.30500001,,.30500001
NJ0805003,,,,,
NJ0805303,,.23999999,.23999999,,.23999999
NJ0805304,,,,,
NJ0805308,,,,,
NJ0805342,,,,,
NJ0805344,,,,,
NJ0805348,,1.64,1.64,,1.64
NJ0805359,,,,,
NJ0805378,,,,,
NJ0805388,,,,,
NJ0805399,,,,,
NJ0805426,,,,,
NJ0805433,,,,,
NJ0805440,,.185,.185,,.185
NJ0805447,,,,,
NJ0805455,,,,,
NJ0806001,4.1377511,12.996428,13.667838,4.1377511,17.13418
NJ0807001,2.7649999,15.7475,5.5486865,2.7649999,18.512501
NJ0807301,2.0999999,.23333333,.23333333,2.0999999,2.3333333
NJ0808001,12.545714,31.485001,36.967964,8.7354889,44.030716
NJ0808306,,,,,
NJ0808307,,,,,
NJ0808314,,,,,
NJ0808317,,,,,
NJ0808319,,,,,
NJ0809001,7.98,32.105,24.041666,8.2285719,40.084999
NJ0809002,10.3,29.072727,35.966663,8.8546429,39.372726
NJ0809301,12.629999,63.299999,33.731052,12.629999,75.93
NJ0809309,,1.2933333,1.2933333,,1.2933333
NJ0809311,4.5370002,1.0079041,1.0079041,4.5370002,5.5449042
NJ0809313,,,,,
NJ0810004,1.0574679,14.530588,13.549032,1.0574679,15.588057
NJ0810005,,,,,
NJ0810318,,,,,
NJ0811002,1.3199551,7.3249998,3.1416681,1.3199551,8.6449547
NJ0811003,0,.039999999,.039999999,,.039999999
NJ0811303,,,,,
NJ0811310,,,,,
NJ0811316,,,,,
NJ0811321,,.18833333,.18833333,,.18833333
NJ0811324,,.35499999,.35499999,,.35499999
NJ0811412,,,,,
NJ0811417,,,,,
NJ0812001,2.6701813,10.61,10.745195,2.6701813,13.280181
NJ0813001,.19,1.546,1.546,,1.7360001
NJ0814001,3.2369335,29.553333,10.295834,3.2369335,32.790268
NJ0815001,5.3616843,8.0544443,16.674555,5.3616843,13.416128
NJ0816001,.36666667,1.5879999,1.5879999,.36666667,1.9546666
NJ0816300,,,,,
NJ0817001,2.7974,10.48,4.6056666,2.7974,13.277399
NJ0817305,0,.96250004,.96250004,,.96250004
NJ0818004,.070952378,.63846475,.63846475,,.7094171
NJ0818372,,,,,
NJ0818470,,,,,
NJ0818473,,,,,
NJ0818475,,,,,
NJ0819001,.27000001,1.58,1.58,.27000001,1.85
NJ0820001,3.5997486,14.174286,16.010696,3.5997486,17.774035
NJ0820301,.067500003,27.41,17.548334,.067500003,27.477499
NJ0821001,2.825,32.913334,20.875,2.825,35.738335
NJ0822001,2.4778738,10.252857,10.551945,2.4778738,12.730731
NJ0823001,3.577666,19.514,17.729824,3.577666,23.091665
NJ0824001,8.6548491,20.6,18.715109,8.6548491,29.254848
NJ0824314,,,,,
NJ0824315,,,,,
NJ0824317,,,,,
NJ0901001,32.553082,53.936539,57.900932,31.420399,86.489624
NJ0902001,33.297142,49.849998,50.232502,33.746353,83.147141
NJ0904001,26.225,53.139,47.469063,25.752655,79.363998
NJ0905001,30.104761,41.348095,35.986404,27.521603,71.452858
NJ0906001,28.510588,42.612778,40.084839,28.08004,71.123367
NJ0907001,28.455999,61.826248,55.109295,34.317219,90.282249
NJ1001300,,,,,
NJ1001301,,,,,
NJ1001303,1.0666667,58.5,17.25,1.0666667,59.566666
NJ1001308,,,,,
NJ1002300,,,,,
NJ1002302,,,,,
NJ1002311,,,,,
NJ1002318,,,,,
NJ1003001,2.885,26.860001,.36166668,,29.745001
NJ1003300,0,.147,.147,,.147
NJ1003302,,.029333333,.029333333,,.029333333
NJ1004001,2.2833333,1.3291667,1.3291667,2.2833333,3.6125
NJ1005001,1.4783422,8.1660414,5.8587322,1.4783422,9.6443834
NJ1006300,1.03,.61000001,.61000001,,1.64
NJ1006308,,,,,
NJ1006310,,,,,
NJ1006320,.38999999,4.4899998,4.4899998,.38999999,4.8799996
NJ1006332,,,,,
NJ1006333,,,,,
NJ1006339,,,,,
NJ1006346,,,,,
NJ1006349,,.029999999,.029999999,,.029999999
NJ1006352,,,,,
NJ1006353,,,,,
NJ1006355,,,,,
NJ1006357,1.21,1.76,1.76,1.21,2.97
NJ1006363,,,,,
NJ1006364,,,,,
NJ1006365,,,,,
NJ1006367,,,,,
NJ1006368,,,,,
NJ1006370,,.079999998,.079999998,,.079999998
NJ1006373,,1.4,1.4,,1.4
NJ1006376,,.68000001,.68000001,,.68000001
NJ1007001,1.4166666,3.1619999,3.1619999,1.4166666,4.5786667
NJ1007002,0,7.4499998,1.6666667,,7.4499998
NJ1008300,,,,,
NJ1008301,,,,,
NJ1008306,0,5.0450001,5.7599998,,5.0450001
NJ1008320,,,,,
NJ1009001,1.4625732,13.267693,7.1813335,1.4625732,14.730266
NJ1010300,.62,5,1.175,.62,5.6199999
NJ1010309,,,,,
NJ1010310,,,,,
NJ1011001,.76999998,5.9119048,5.9119048,.76999998,6.6819048
NJ1012001,1.3433334,13.312,7.4466667,1.3433334,14.655334
NJ1013001,.26333332,6.4000001,4.0158329,.26333332,6.6633334
NJ1014001,.55000001,8.3999996,2.7255306,.55000001,8.9499998
NJ1015003,2.05,20.6,3.3866668,2.05,22.65
NJ1015004,,2.05,2.05,,2.05
NJ1015303,,.46000001,.46000001,,.46000001
NJ1015306,,,,,
NJ1016302,,,,,
NJ1016303,,,,,
NJ1016317,,,,,
NJ1016324,18,45.200001,8.1299992,4.6950002,63.200001
NJ1017001,27.832466,42.198666,39.111893,25.523926,70.031128
NJ1017301,,,,,
NJ1019001,2.3931818,5.375,5.375,2.3931818,7.7681818
NJ1019002,2.9000001,3.974,3.974,2.9000001,6.8740001
NJ1019301,0,.2,.2,,.2
NJ1019309,2.4000001,6.9650002,1.9633334,2.4000001,9.3649998
NJ1019311,,,,,
NJ1019313,,,,,
NJ1019314,2.0899999,2.6073332,2.6073332,2.0899999,4.6973333
NJ1019315,,,,,
NJ1019329,,,,,
NJ1020001,0,5.9333334,4.2597222,,5.9333334
NJ1021300,3.2,1,1,3.2,4.1999998
NJ1021305,7.4419999,30.025,30.025,7.4419999,37.466999
NJ1021308,,,,,
NJ1021309,,,,,
NJ1021319,,.12,.12,,.12
NJ1021333,,,,,
NJ1021351,,,,,
NJ1021352,,,,,
NJ1021363,0,.30000001,.30000001,,.30000001
NJ1021366,,,,,
NJ1021386,,,,,
NJ1021390,,,,,
NJ1021405,,,,,
NJ1021416,,,,,
NJ1021424,,,,,
NJ1021431,,,,,
NJ1021432,,,,,
NJ1021435,,,,,
NJ1021436,,,,,
NJ1021438,,,,,
NJ1022300,,,,,
NJ1022305,,,,,
NJ1022306,,,,,
NJ1022309,,2.2,2.2,,2.2
NJ1022338,.1025,,,.1025,.1025
NJ1022341,,,,,
NJ1022351,,,,,
NJ1022357,,,,,
NJ1022361,,,,,
NJ1022363,,,,,
NJ1022364,,,,,
NJ1022366,,,,,
NJ1022370,,,,,
NJ1022374,,,,,
NJ1022376,,,,,
NJ1022379,,,,,
NJ1022382,,,,,
NJ1023001,,.80916667,.80916667,,.80916667
NJ1024001,1.1305,15.35,12.203333,1.1305,16.480501
NJ1024002,,.85000002,.85000002,,.85000002
NJ1024003,,.2,.2,,.2
NJ1024300,.56933331,9.5,4.7494044,.56933331,10.069333
NJ1024317,,,,,
NJ1025001,0,.57999998,.57999998,,.57999998
NJ1025307,3.0274999,47.560001,17.061333,3.0274999,50.587502
NJ1025308,,,,,
NJ1025313,,,,,
NJ1025314,,,,,
NJ1025326,,,,,
NJ1025327,,,,,
NJ1025331,,,,,
NJ1026300,,.132,.132,,.132
NJ1026301,2.2950001,.44999999,.44999999,2.2950001,2.7450001
NJ1026302,11.15,106,91.199997,6.2166672,117.15
NJ1026308,,,,,
NJ1026310,,,,,
NJ1026318,,,,,
NJ1026320,,,,,
NJ1101002,.25209746,2.7195692,2.7195692,.25209746,2.9716666
NJ1101302,,11.65,2.1400001,,11.65
NJ1101303,2.8900001,0,,2.8900001,2.8900001
NJ1101314,,,,,
NJ1102307,.29249999,1.9100001,1.9100001,.29249999,2.2025001
NJ1103001,4.069325,12.523334,6.3259506,4.069325,16.592659
NJ1104001,.235,4.9646668,4.9646668,.235,5.199667
NJ1105001,16.302727,44.130768,27.699715,11.237083,60.433495
NJ1106001,1.3,1.2850001,1.2850001,1.3,2.585
NJ1106002,1.1,0,,,1.1
NJ1106300,1.48,6.5349998,.75333333,1.48,8.0149994
NJ1106304,,15.041667,15.041667,,15.041667
NJ1106315,5,18.158001,11.536667,3.9305,23.158001
NJ1106316,.69999999,2.2186666,2.2186666,.69999999,2.9186666
NJ1106317,.73333335,2.18875,2.18875,.73333335,2.9220834
NJ1106319,,,,,
NJ1106320,,.57613099,.57613099,,.57613099
NJ1106337,,,,,
NJ1106338,,,,,
NJ1106339,,,,,
NJ1106344,,,,,
NJ1106355,,,,,
NJ1106357,,,,,
NJ1106362,,,,,
NJ1106375,,,,,
NJ1106390,,,,,
NJ1106394,,.064999998,.064999998,,.064999998
NJ1106397,,,,,
NJ1106398,,,,,
NJ1106399,,,,,
NJ1106400,,,,,
NJ1107001,5.1132855,18.677279,18.677279,,23.790564
NJ1107002,13,12.24,21.486813,11.503007,25.24
NJ1107304,,2.72,2.72,,2.72
NJ1107315,,,,,
NJ1107325,,,,,
NJ1108001,1.1966667,2.9345956,2.9345956,1.1966667,4.1312623
NJ1108300,,,,,
NJ1108301,.63,5.7349997,5.7349997,.63,6.3649998
NJ1111001,35.703785,57.87923,61.859196,35.099442,93.583015
NJ1113301,0,.039047621,.039047621,,.039047621
NJ1113307,,,,,
NJ1113308,,,,,
NJ1113315,,,,,
NJ1202307,.54666668,1.4312501,1.4312501,.54666668,1.9779167
NJ1202318,,,,,
NJ1204001,30.02,40.459999,39.533073,25.907501,70.479996
NJ1205001,20.884615,30.972221,27.363932,19.984184,51.856834
NJ1206001,23.676428,49.283077,49.988728,36.005672,72.959503
NJ1207001,40.248749,48.561001,47.757557,42.686008,88.809753
NJ1208001,16.049999,49.766666,47.950005,32.333336,65.816666
NJ1209002,27.151821,20.038868,32.034046,21.941042,47.190689
NJ1212001,24.662001,43.422001,58.144802,21.954617,68.084
NJ1213002,3.8842237,11.504822,9.1694965,3.8842237,15.389046
NJ1213301,,,,,
NJ1213313,,,,,
NJ1213321,,0,,,0
NJ1214001,25.490303,55.442425,61.869652,25.543903,80.932724
NJ1215001,29.933001,37.565216,42.982662,33.12825,67.498215
NJ1216001,24.260386,52.289474,52.967472,25.385115,76.549858
NJ1217300,,2.4000001,2.4000001,,2.4000001
NJ1217301,,,,,
NJ1219001,23.668636,45.888927,48.010666,21.408064,69.557564
NJ1219300,11.75,32,33.938332,2.7,43.75
NJ1221004,8.6522732,28.951429,20.091854,11.61668,37.603703
NJ1223001,25.854736,34.257221,34.05521,24.796379,60.111958
NJ1224001,22.127285,33.054501,26.703375,15.134619,55.181786
NJ1225001,26.217112,35.743176,27.106506,27.199034,61.960289
NJ1302001,10.194166,7.5999999,2.3025,10.194166,17.794167
NJ1302300,,,,,
NJ1304001,5.0941668,2.138,2.138,5.0941668,7.2321668
NJ1305001,17.805,38.865715,25.326754,15.160281,56.670715
NJ1306001,9.5057144,42.09375,27.767857,9.8558722,51.599464
NJ1308001,17.806,27.483,27.259018,18.043303,45.289001
NJ1309001,15.476,68.050003,54.329205,20.571915,83.526001
NJ1309002,6.2733335,19.209091,20.894905,9.3861942,25.482426
NJ1309302,,.83999997,.83999997,,.83999997
NJ1309321,,.13,.13,,.13
NJ1309327,,,,,
NJ1309328,,,,,
NJ1309337,3.8616667,5.855,5.855,3.8616667,9.7166672
NJ1309410,,.07333333,.07333333,,.07333333
NJ1309412,,,,,
NJ1309414,,,,,
NJ1309415,2.4607,4.2290473,4.2290473,2.4607,6.6897473
NJ1309419,,,,,
NJ1309425,,,,,
NJ1311001,7.7525001,36.080002,59.864162,4.5187502,43.8325
NJ1312001,9.4350004,31.572001,14.051667,6.3450236,41.007
NJ1314001,7.3740001,80,11.468,10.901333,87.374001
NJ1315001,2.8051085,2.8690221,2.8690221,2.8051085,5.6741304
NJ1316001,12.458096,25.144615,28.540897,9.922905,37.602711
NJ1316325,,,,,
NJ1316335,.78000003,1.885,1.885,.78000003,2.665
NJ1316367,,,,,
NJ1319003,8.3000002,1.4791666,1.4791666,8.3000002,9.7791672
NJ1319007,30.323334,36.599998,39.299057,31.097832,66.923332
NJ1319008,3.2433333,1.625,,3.2433333,4.8683333
NJ1319009,2.2449999,1.015,1.015,2.2449999,3.2599998
NJ1319010,,.12,.12,,.12
NJ1319326,.75,2.4749999,2.4749999,.75,3.2249999
NJ1319339,,,,,
NJ1319348,,,,,
NJ1319354,3.0450001,13.27,12.296666,3.0450001,16.315001
NJ1319377,,,,,
NJ1319383,,,,,
NJ1319386,,,,,
NJ1319391,,,,,
NJ1319399,,,,,
NJ1319402,,,,,
NJ1319408,,,,,
NJ1319419,,,,,
NJ1319438,,,,,
NJ1319440,,,,,
NJ1319444,11.42,14.7,7.9950004,11.42,26.119999
NJ1319446,,,,,
NJ1319449,,,,,
NJ1319457,,,,,
NJ1319462,,1.86,1.86,,1.86
NJ1319472,2.2633333,3.02,3.02,2.2633333,5.2833333
NJ1319473,,.9066667,.9066667,,.9066667
NJ1321001,6.5138459,22.401176,28.633972,7.5901346,28.915022
NJ1322001,16.451111,42.634445,34.378098,13.618216,59.085556
NJ1323301,,,,,
NJ1326001,25.778181,30.0625,29.877728,26.677345,55.840683
NJ1326002,15.217,48.75,32.908691,17.689928,63.966999
NJ1326004,23.635881,35.982498,28.691502,24.024155,59.618378
NJ1326005,19.709999,40.589092,55.155697,20.600471,60.299091
NJ1326006,14.84,10.806666,10.806666,21.3325,25.646667
NJ1326007,25.830999,44.492001,31.777779,25.179583,70.322998
NJ1326346,,1.8,1.8,,1.8
NJ1326371,1.9166667,.28999999,,1.9166667,2.2066667
NJ1326373,,,,,
NJ1326379,,,,,
NJ1327001,9,35.866665,12.8825,11.443334,44.866665
NJ1328002,26.781118,44.643845,48.169537,33.85791,71.424965
NJ1328003,18.299999,27.5,23.197502,25.200001,45.799999
NJ1328300,9.4266663,16.063334,16.063334,1.0700001,25.49
NJ1328303,,,,,
NJ1329001,21.973749,45.221668,47.806904,26.806879,67.195419
NJ1330002,40.080002,41.224998,55.950283,28.723333,81.305
NJ1330003,11.272572,40.34,53.170303,14.237499,51.612572
NJ1330004,15.319428,45.783333,49.626667,10.452167,61.10276
NJ1331001,.2,3.6033332,3.6033332,,3.8033333
NJ1332314,,,,,
NJ1332324,,,,,
NJ1332329,,,,,
NJ1332339,1.3299999,,,1.3299999,1.3299999
NJ1332352,,,,,
NJ1332354,,,,,
NJ1332355,,,,,
NJ1332363,,,,,
NJ1332367,,,,,
NJ1332373,,,,,
NJ1332374,,,,,
NJ1332378,,,,,
NJ1332380,,,,,
NJ1332381,,,,,
NJ1332382,.60000002,,,.60000002,.60000002
NJ1332384,3.7708335,2.7033334,2.7033334,3.7708335,6.4741669
NJ1334305,,,,,
NJ1336308,7.0999999,9.0199995,9.0199995,7.0999999,16.119999
NJ1339001,22.820541,37.699062,31.419334,19.371376,60.519604
NJ1340001,15.599476,13.26,15.724066,14.897834,28.859476
NJ1341001,.5,5.5149999,1.8900001,.5,6.0149999
NJ1344001,10.795,19.637777,13.709888,13.965584,30.432777
NJ1345001,14.106061,47.96854,50.389336,14.600872,62.0746
NJ1347001,12.621111,68.435387,70.381493,14.024511,81.056496
NJ1348001,16.612499,17.601,25.326591,15.383837,34.213501
NJ1349001,20.064444,30.311251,31.154182,19.610838,50.375694
NJ1350001,15.428572,38.816666,30.983635,10.520693,54.245239
NJ1351308,,,,,
NJ1351321,,,,,
NJ1351322,,,,,
NJ1351324,,,,,
NJ1351326,,,,,
NJ1351327,3.55,.30000001,.30000001,3.55,3.8499999
NJ1351328,,,,,
NJ1351338,0,0,,,0
NJ1352001,1.915,7.4000001,1.215,1.915,9.3150005
NJ1352003,14.985909,27.615238,28.370192,14.412104,42.601147
NJ1352004,,5.73,5.73,,5.73
NJ1352005,5.9143476,16.056667,17.02873,6.4038334,21.971016
NJ1352322,,,,,
NJ1352326,3.23,22.053333,22.053333,3.23,25.283333
NJ1352342,,,,,
NJ1401001,19.714615,22.200001,25.986828,9.6435585,41.914616
NJ1401002,12.765,49.666668,14.978333,8.0541267,62.431667
NJ1401300,,,,,
NJ1402303,,2.1061904,2.1061904,,2.1061904
NJ1402305,,2.9063332,2.9063332,,2.9063332
NJ1402306,,,,,
NJ1402307,,,,,
NJ1402308,,,,,
NJ1403001,23.834,42.435715,36.655712,28.890556,66.269714
NJ1404001,0,.69999999,,,.69999999
NJ1406002,,,,,
NJ1406304,.23999999,14.2425,6.7983332,.23999999,14.4825
NJ1406325,,.597,.597,,.597
NJ1406326,,,,,
NJ1406327,,,,,
NJ1406328,,,,,
NJ1406329,,,,,
NJ1407001,2.9624999,5.79,7.0584526,2.9624999,8.7524996
NJ1407300,,2.74,,,2.74
NJ1407301,0,,,,0
NJ1407302,,,,,
NJ1407303,,,,,
NJ1407304,,,,,
NJ1407313,,,,,
NJ1407314,,1.6333334,1.6333334,,1.6333334
NJ1407318,,,,,
NJ1407327,,,,,
NJ1407331,2.75,1.8533334,1.8533334,2.75,4.6033335
NJ1407338,,,,,
NJ1408001,.99546301,.8976661,.8976661,.99546301,1.8931291
NJ1409001,2.3625326,9.4353333,5.9683294,2.3625326,11.797866
NJ1410001,5.0810528,28.754999,20.784946,8.879734,33.836052
NJ1410300,13.384286,35.618572,40.405815,18.291964,49.002857
NJ1411001,.65714288,1.6227772,1.6227772,.65714288,2.2799201
NJ1411302,,,,,
NJ1411307,,,,,
NJ1413001,0,1.365,1.365,,1.365
NJ1413301,,.090000004,.090000004,,.090000004
NJ1413304,,,,,
NJ1414003,.41999999,5.1939287,5.1939287,.41999999,5.6139288
NJ1414006,,,,,
NJ1414008,0,.93175006,.93175006,,.93175006
NJ1414009,.63499999,5.0999999,5.0999999,.63499999,5.7349997
NJ1414011,.34999999,2.6099999,2.6099999,,2.9599998
NJ1414013,.44,.55000001,.55000001,,.99000001
NJ1414014,,,,,
NJ1414016,0,1.2,1.2,,1.2
NJ1414024,,,,,
NJ1414303,,,,,
NJ1414308,,,,,
NJ1414367,,1.65,1.65,,1.65
NJ1414401,.80000001,14.953333,6.0316668,.80000001,15.753333
NJ1414402,,,,,
NJ1414409,,,,,
NJ1414414,,,,,
NJ1414415,.60000002,0,,,.60000002
NJ1414419,1.25,10.133333,1.17,1.25,11.383333
NJ1415001,5.25,22,12.992,6.9400001,27.25
NJ1415002,19.809999,66.933746,62.143467,13.088782,86.743744
NJ1415305,.34999999,9.8000002,1.6600001,.34999999,10.150001
NJ1415307,,,,,
NJ1415308,,,,,
NJ1416001,30.245556,60.656666,62.302433,25.893089,90.902222
NJ1416004,4.0663333,80.830002,13.656667,4.0663333,84.896332
NJ1417001,.86950552,3.005034,3.005034,.86950552,3.8745394
NJ1417300,1.64,25.316668,25.316668,1.64,26.956667
NJ1418002,.175,1.035,1.035,.175,1.2099999
NJ1419001,9.1000004,9.2299995,9.2299995,9.1000004,18.33
NJ1419302,1.55,3.4000001,3.4000001,,4.9499998
NJ1420001,2.075,1.9499999,1.9499999,2.075,4.0250001
NJ1421003,3.793462,15.572948,20.570024,3.793462,19.366409
NJ1421004,1.2,7.1999998,3.8199999,1.2,8.3999996
NJ1421305,,.56999999,.56999999,,.56999999
NJ1421341,,,,,
NJ1421347,,,,,
NJ1422001,2.9200001,3.5806665,3.5806665,2.9200001,6.5006666
NJ1422315,,,,,
NJ1424001,20.843428,51.750732,28.959419,26.379816,72.594162
NJ1424300,0,.11833333,.11833333,,.11833333
NJ1425001,1.0555,6.75,1.5819048,1.0555,7.8055
NJ1426002,.81,9.7360001,4.800643,.81,10.546
NJ1426004,0,3.6686497,3.6686497,,3.6686497
NJ1426005,1.0077778,2.1458335,2.1458335,1.0077778,3.1536112
NJ1427001,.57714283,4.8633332,4.8633332,.57714283,5.4404759
NJ1427002,,6.6199999,6.6199999,,6.6199999
NJ1427005,0,.2,.2,,.2
NJ1427006,2.405,.55904764,.55904764,2.405,2.9640477
NJ1427007,.30000001,0,,.30000001,.30000001
NJ1427008,3.9133334,3.8666666,3.8666666,,7.7799997
NJ1427009,,1.55,1.55,,1.55
NJ1427010,,,,,
NJ1427012,,.72166669,.72166669,,.72166669
NJ1427014,0,.44999999,,,.44999999
NJ1427015,.92750001,2.8500001,2.8500001,.92750001,3.7775002
NJ1427016,1.146,1,1,1.146,2.1459999
NJ1427017,.26363635,2.1265073,2.1265073,.26363635,2.3901436
NJ1427018,,18.700001,1.3333334,,18.700001
NJ1427302,.75,2.8849998,2.8849998,,3.6349998
NJ1427306,,,,,
NJ1427307,,,,,
NJ1427308,1.52,1.5495,1.5495,1.52,3.0695
NJ1427342,,,,,
NJ1427362,1.26,4.1198335,4.1198335,1.26,5.3798332
NJ1427364,,,,,
NJ1427373,,,,,
NJ1427382,,,,,
NJ1427383,,,,,
NJ1427385,.82999998,.89999998,.89999998,.82999998,1.73
NJ1427386,,,,,
NJ1427389,,,,,
NJ1427390,,,,,
NJ1427393,,,,,
NJ1427395,,,,,
NJ1427400,.13333334,.62,.62,.13333334,.75333333
NJ1427403,,.045000002,.045000002,,.045000002
NJ1427411,,,,,
NJ1428001,.40000001,2.5574999,2.5574999,.40000001,2.9575
NJ1428300,,,,,
NJ1429001,3.3440554,9.5715389,7.7721748,3.3440554,12.915594
NJ1429302,1.5024999,3.8681965,3.8681965,1.5024999,5.3706965
NJ1431001,16.552917,22.527779,20.913399,15.241282,39.080696
NJ1431002,34.154999,60.200001,56.28381,36.846249,94.354996
NJ1432001,1.3750484,1.5945415,1.5945415,1.3750484,2.9695899
NJ1432003,.11491071,1.7648805,1.7648805,.11491071,1.8797913
NJ1432325,,,,,
NJ1432336,0,1.6587501,1.6587501,,1.6587501
NJ1432350,,,,,
NJ1432352,,,,,
NJ1432354,,,,,
NJ1433001,22.088751,54.063332,25.074665,20.434723,76.152084
NJ1434001,.25,3.8185716,3.8185716,.25,4.0685716
NJ1434329,,,,,
NJ1435001,,,,,
NJ1435002,1.2664615,9.2546158,3.5351973,1.2664615,10.521077
NJ1435003,,15.2175,7.0654998,,15.2175
NJ1435317,,,,,
NJ1435318,,,,,
NJ1435325,,,,,
NJ1435346,2.0999999,17.700001,4.6999998,2.0999999,19.800001
NJ1436002,.0065862071,.55817968,.55817968,.0065862071,.56476587
NJ1436003,.88333333,6.152,1.7120833,.88333333,7.0353332
NJ1436004,1.8666666,2.5910716,2.5910716,1.8666666,4.4577379
NJ1436006,.27000001,0,,.27000001,.27000001
NJ1436007,,.66000003,,,.66000003
NJ1436304,,,,,
NJ1436311,,,,,
NJ1436325,,,,,
NJ1436326,,,,,
NJ1436329,,.30500001,.30500001,,.30500001
NJ1436331,,,,,
NJ1436332,,,,,
NJ1436338,,,,,
NJ1436339,,,,,
NJ1436354,,,,,
NJ1436358,,,,,
NJ1436362,,,,,
NJ1436363,,,,,
NJ1436364,,,,,
