pwsid,haa5,tthm,tthm_alt,haa5_alt,combined_dbp
VA2015120,11.41,21.200001,,,32.610001
VA2015150,1.7,12,.89999998,1.7,13.7
VA2015195,,,,,
VA2015200,9,,,,9
VA2015225,2,,,,2
VA2015265,3.5,17.6,,,21.1
VA2015300,,.55000001,.55000001,,.55000001
VA2015325,9.3999996,0,,,9.3999996
VA2015379,,0,,,0
VA2015445,,,,,
VA2015450,3,,,,3
VA2015477,,,,,
VA2015481,0,2.4000001,,,2.4000001
VA2015523,0,0,,,0
VA2015524,,52.299999,,,52.299999
VA2015550,1.1,,,1.1,1.1
VA2015575,4.6333332,7.2375002,,,11.870833
VA2015725,9.9666662,28.143749,,,38.110416
VA2015800,,,,,
VA2015850,0,0,,,0
VA2017030,,7.5,,,7.5
VA2017095,0,.085714288,.085714288,,.085714288
VA2017130,,,,,
VA2017135,,,,,
VA2017200,7.5999999,2.4000001,,.60000002,10
VA2017225,,1,1,,1
VA2017300,,1.4,1.4,,1.4
VA2017303,,9.6999998,1.6,,9.6999998
VA2017490,1,,,1,1
VA2017500,,5.3000002,1.3,,5.3000002
VA2017550,2,,,2,2
VA2023020,0,0,,,0
VA2023030,,,,,
VA2023034,,.30000001,.30000001,,.30000001
VA2023040,2.1500001,4.8000002,,,6.9500003
VA2023060,0,0,,,0
VA2023120,8.1499996,,,1.294,8.1499996
VA2023140,0,,,,0
VA2023150,,,,,
VA2023160,.86000001,1.6533333,,,2.5133333
VA2023172,1,25.1,,1,26.1
VA2023180,0,1,1,,1
VA2023185,,,,,
VA2023196,,.60000002,.60000002,,.60000002
VA2023210,4.9400001,.94999999,.94999999,,5.8899999
VA2023220,,1,1,,1
VA2023280,,0,,,0
VA2023285,7.21,.80000001,.80000001,,8.0100002
VA2023292,29.4,46.5,46.5,38,75.900002
VA2023295,3.3800001,.86000001,,,4.2400002
VA2023300,5.8899999,2.8733332,,,8.7633333
VA2023360,,,,,
VA2023380,,3.78,,,3.78
VA2023385,6.23,116.8,.60000002,,123.03001
VA2023400,1.54,3.47,,,5.0100002
VA2023410,,,,,
VA2023420,1.5,5,5,1.5,6.5
VA2023430,0,.75,.75,,.75
VA2023450,0,,,,0
VA2023460,,.80000001,.80000001,,.80000001
VA2023464,,,,,
VA2023468,0,5,5,,5
VA2023470,.55250001,0,,,.55250001
VA2023474,,,,,
VA2023475,,0,,,0
VA2023480,0,1.53,1.53,,1.53
VA2023555,2,.89999998,.89999998,2,2.9000001
VA2023575,0,,,,0
VA2023590,0,.30000001,.30000001,,.30000001
VA2023700,,0,,,0
VA2023720,,.11428571,.11428571,,.11428571
VA2023722,,4.8000002,4.8000002,,4.8000002
VA2023730,1.3,,,,1.3
VA2023734,8.5450001,7.7750001,.80000001,,16.32
VA2023740,0,.37,.37,,.37
VA2023760,,14,14,,14
VA2023780,,,,,
VA2043125,42,43.126316,41.204281,44.237595,85.126312
VA2043250,5.9749999,22.799999,21.42,5.8833337,28.775
VA2043625,.85000002,4.3833332,4.3833332,.85000002,5.2333331
VA2043629,9.1000004,6.5650001,5.6999998,1.75,15.665001
VA2043634,42.235294,59.190475,51.328915,39.593651,101.42577
VA2043875,1.4000001,7.3301592,7.3301592,1.4000001,8.7301598
VA2043900,,,,,
VA2045090,,,,,
VA2045160,,.2,.2,,.2
VA2065050,,.60000002,.60000002,,.60000002
VA2065120,5.7600002,7.6799998,1.37,,13.440001
VA2065139,0,,,,0
VA2065195,,,,,
VA2065240,0,,,,0
VA2065245,,5.75,5.75,,5.75
VA2065250,24.714285,72,27.13611,23.166668,96.714287
VA2065255,.75,3.0999999,3.0999999,,3.8499999
VA2065256,1.8,1.45,1.45,1.8,3.25
VA2065300,0,.38333333,.38333333,,.38333333
VA2065480,40.819637,47.262501,27.004183,34.782547,88.082138
VA2065520,,12,5.3500004,,12
VA2065525,,,,,
VA2065540,,.52999997,.52999997,,.52999997
VA2065560,,4.5500002,4.5500002,,4.5500002
VA2065600,5,,,,5
VA2065690,,,,,
VA2065781,,,,,
VA2065783,,2.9000001,2.9000001,,2.9000001
VA2065833,,.34999999,,,.34999999
VA2065900,,,,,
VA2065950,,,,,
VA2069045,1.9,5.3000002,5.3000002,1.9,7.2000003
VA2069100,,,,,
VA2069125,,,,,
VA2069230,,,,,
VA2069250,16.190001,21.60606,21.684938,15.624031,37.796059
VA2069259,0,1.5,1.5,,1.5
VA2069300,0,2.7166667,2.7166667,,2.7166667
VA2069305,15,14.993333,4.4499998,4.1999998,29.993332
VA2069329,3.0999999,7,.76666665,,10.1
VA2069333,29.98,45.466667,26.045,24.459999,75.446671
VA2069378,33,20,23,2.5999999,53
VA2069421,,,,,
VA2069525,,1.0599999,1.0599999,,1.0599999
VA2069634,15.5,22.6,17.458334,15.419167,38.099998
VA2069650,12.15,18.264999,5.6199999,,30.414999
VA2069725,0,.85000002,.85000002,,.85000002
VA2069772,,,,,
VA2069773,,,,,
VA2069805,,19.650002,19.650002,,19.650002
VA2079125,1.1,.5,.5,1.1,1.6
VA2079590,0,0,,,0
VA2079600,,23.4,,,23.4
VA2079625,40.936668,37.528999,,,78.465668
VA2079770,26,50,28.5,51.666664,76
VA2091100,,2.95,,,2.95
VA2091150,,,,,
VA2109025,,,,,
VA2109035,,13,1.2,,13
VA2109060,,,,,
VA2109075,,.60000002,,,.60000002
VA2109110,,,,,
VA2109145,,,,,
VA2109150,,,,,
VA2109260,,,,,
VA2109265,4.4000001,,,4.4000001,4.4000001
VA2109300,0,,,,0
VA2109340,1.7,,,1.7,1.7
VA2109450,54.258572,73.472305,,,127.73088
VA2109510,49.072105,52.189232,13.7,,101.26134
VA2109525,62,101.65,101.65,.33333334,163.64999
VA2109575,2.0999999,6,17.799999,2.0999999,8.1000004
VA2109600,,1.05,1.05,,1.05
VA2109624,,,,,
VA2109630,,,,,
VA2109650,,0,,,0
VA2109675,,0,,,0
VA2109800,,2.75,2.75,,2.75
VA2109825,,,,,
VA2109980,,,,,
VA2109990,1.8533334,1.95,1.95,,3.8033333
VA2125005,,,,,
VA2125047,1,3.3499999,3.3499999,,4.3499999
VA2125065,7.4000001,,,,7.4000001
VA2125325,19.49,14.103333,,5.1799998,33.593334
VA2125370,,1.3,1.3,,1.3
VA2125382,24.014999,88.625,,,112.64
VA2125397,,,,,
VA2125500,,1.1,1.1,,1.1
VA2125650,44.040668,39.518463,,,83.559128
VA2125845,1.2,0,,,1.2
VA2125905,,,,,
VA2125910,28.299999,27.514999,7.0999999,,55.814999
VA2125950,0,.73000002,.73000002,,.73000002
VA2139001,0,0,,,0
VA2139017,0,.34999999,.34999999,,.34999999
VA2139055,0,,,,0
VA2139200,19,13.075,13.075,4.3000002,32.075001
VA2139330,2,4.3034921,4.3034921,2,6.3034921
VA2139385,,0,,,0
VA2139400,,,,,
VA2139440,,0,,,0
VA2139475,0,25.5,25.5,,25.5
VA2139495,3.5,6.083333,6.083333,3.5,9.583333
VA2139590,,,,,
VA2139665,,1.25,1.25,,1.25
VA2139668,,.44999999,.44999999,,.44999999
VA2139825,0,.90333331,.90333331,,.90333331
VA2139900,1.7,1.7333333,1.7333333,1.7,3.4333334
VA2139935,,,,,
VA2139936,,,,,
VA2161005,27.4,28.1,,,55.5
VA2161023,1.48,5.8500004,5.8500004,,7.3300004
VA2161110,0,1.2,1.2,,1.2
VA2161115,0,,,,0
VA2161150,1.7,3.9142857,3.9142857,1.7,5.6142855
VA2161250,0,,,,0
VA2161290,,6.5,,,6.5
VA2161315,,,,,
VA2161335,,24,,,24
VA2161512,.89999998,11.65,4.8999996,,12.549999
VA2161550,,,,,
VA2161558,,,,,
VA2161588,1,1.45,1.45,1,2.45
VA2161665,,,,,
VA2161668,,.69999999,.69999999,,.69999999
VA2161680,,.28999999,,,.28999999
VA2161700,25.299999,22.700001,,,48
VA2161830,1.8761538,3.76,,,5.6361537
VA2161861,,,,,
VA2161910,,.60000002,.60000002,,.60000002
VA2163025,9.3000002,46,54.866665,26.433334,55.299999
VA2163075,0,,,,0
VA2163180,,17.5,17.5,,17.5
VA2163225,.0049999999,,,,.0049999999
VA2163250,,0,,,0
VA2163400,.76700002,0,,,.76700002
VA2163560,0,3.5,3.5,,3.5
VA2163615,21.575001,19.200001,24.9,21.575001,40.775002
VA2163625,2.645,18,2.6500001,,20.645
VA2163650,33.240002,56.900002,28.206667,36.25,90.139999
VA2163701,7.4899998,4.1999998,4.1999998,1.4,11.69
VA2163897,,0,,,0
VA2165015,,,,,
VA2165030,0,,,,0
VA2165045,15.1,11.288,11,2.4000001,26.388
VA2165060,37.279999,28.225,31.533333,18.466667,65.504997
VA2165105,,,,,
VA2165155,0,0,,,0
VA2165165,.64999998,,,.64999998,.64999998
VA2165180,13.3,78,1.4,18,91.300003
VA2165210,.69999999,19,5.8333335,.69999999,19.700001
VA2165240,,,,,
VA2165260,,,,,
VA2165270,0,,,,0
VA2165285,0,,,,0
VA2165300,44.25,35,48.92857,43.203812,79.25
VA2165305,,3.8500001,3.8500001,,3.8500001
VA2165333,15.5,42,63.975002,28.108334,57.5
VA2165360,3,0,,,3
VA2165385,,0,,,0
VA2165410,0,,,,0
VA2165450,,1.6,1.6,,1.6
VA2165466,6,36,27.175001,6,42
VA2165470,,9,,,9
VA2165495,,,,,
VA2165525,5.1999998,7.7250004,7.7250004,1,12.925
VA2165530,4,1.3333334,1.3333334,4,5.3333335
VA2165570,0,,,,0
VA2165598,1.7,2.2,2.2,1.7,3.9000001
VA2165615,,,,,
VA2165635,,,,,
VA2165637,,0,,,0
VA2165668,17,50,33.6875,4.0166664,67
VA2165679,9.79,,,,9.79
VA2165685,,,,,
VA2165705,3.1500001,5.4714284,3.9133332,3.1500001,8.6214285
VA2165720,1.5766667,13.3,.34999999,,14.876667
VA2171075,,,,,
VA2171175,.242,.38,,,.62199998
VA2171250,9.4588232,11.56,11.069445,9.7761259,21.018824
VA2171266,1.1,.60000002,.60000002,1.1,1.7
VA2171268,.60000002,0,,.60000002,.60000002
VA2171300,11.864,22,17.975,3.7666664,33.863998
VA2171315,,,,,
VA2171350,0,,,,0
VA2171375,0,,,,0
VA2171400,2.4000001,5.6999998,1.5,2.4000001,8.1000004
VA2171425,,,,,
VA2171475,0,2.5599999,,,2.5599999
VA2171550,0,,,,0
VA2171575,6.0999999,25,2.7607145,.25,31.1
VA2171600,.89999998,6.8200002,2.9000001,.89999998,7.7200003
VA2171650,15.290909,38.583332,30.703663,17.267778,53.874241
VA2171683,,0,,,0
VA2171750,43.955555,37.678234,,,81.633789
VA2171800,3.1674244,8.2200003,23.254175,3.1674244,11.387424
VA2171815,2.9875,.89999998,.89999998,,3.8874998
VA2171817,,,,,
VA2171850,43.263157,60.625,45.777187,42.750397,103.88815
VA2187065,7.7249999,21.433334,21.433334,,29.158335
VA2187270,,,,,
VA2187290,1.1,5.6999998,5.6999998,1.1,6.7999997
VA2187335,.51999998,.55000001,.55000001,,1.0699999
VA2187406,34.604546,55.872223,,,90.476768
VA2187515,0,.80000001,.80000001,,.80000001
VA2187522,2.5,1.3869047,1.3869047,,3.8869047
VA2187590,,12.25,12.25,,12.25
VA2187623,5.1999998,7.3499999,2.3666668,5.1999998,12.549999
VA2187639,,3.9000001,3.9000001,,3.9000001
VA2187812,0,2.1833334,2.1833334,,2.1833334
VA2187825,,,,,
VA2530125,3.425,3.3625,3.3625,,6.7874999
VA2540500,34.532608,37.39909,,,71.931702
VA2560100,17.395714,18.291666,17.939999,18.299999,35.687378
VA2580100,39.286667,27.966667,33.991665,31.872726,67.253334
VA2660345,23.394444,33.548,34.181984,24.999901,56.942444
VA2678375,32.15263,31.563158,,,63.71579
VA2770650,52.400002,21,,,73.400002
VA2770750,0,,,,0
VA2770800,48.400002,45.299999,,,93.699997
VA2770900,33.589363,33.604916,,,67.194275
VA2775030,,.30000001,.30000001,,.30000001
VA2775300,28.743685,34.868183,13.25,,63.61187
VA2790600,22.299999,24.1,,,46.400002
VA2820775,.25,1.2166667,1.2166667,.25,1.4666667
VA2840500,26.678572,32.23793,29.175598,28.015339,58.916504
VA3001004,1.1,.85000002,.85000002,,1.95
VA3001006,,,,,
VA3001014,,,,,
VA3001015,11,58.6875,52.766666,14.826666,69.6875
VA3001018,,,,,
VA3001028,0,,,,0
VA3001031,0,0,,,0
VA3001036,13,.89999998,.89999998,1.5,13.9
VA3001037,,,,,
VA3001051,,,,,
VA3001065,,5.4000001,5.4000001,,5.4000001
VA3001100,15.266471,36.200001,49.980862,24.849026,51.466473
VA3001140,,,,,
VA3001150,,,,,
VA3001175,5.0999999,15,10.299999,,20.1
VA3001212,11.6,30.483334,30.483334,2.75,42.083336
VA3001331,,,,,
VA3001428,,,,,
VA3001430,,,,,
VA3001488,14,21,24.133335,2.6500001,35
VA3001500,27.51111,50.222221,60.612503,26.233332,77.73333
VA3001535,11,57,23.1,11,68
VA3001575,,,,,
VA3001620,,5.6999998,7.1199994,,5.6999998
VA3001625,,,,,
VA3001650,,,,,
VA3001660,1.5,1.5,1.5,1.5,3
VA3001700,3.5,7.4250002,2.3,3.5,10.925
VA3001739,,,,,
VA3001745,,8.3500004,8.3500004,,8.3500004
VA3001833,,,,,
VA3001887,,,,,
VA3001895,,,,,
VA3001982,,,,,
VA3053210,,2,2,,2
VA3053235,,,,,
VA3053248,,,,,
VA3053280,22.255714,30.693636,35.675621,12.7705,52.949348
VA3053305,,,,,
VA3053315,,.55000001,.55000001,,.55000001
VA3053325,,,,,
VA3053350,,,,,
VA3053360,,,,,
VA3053361,,3.3,3.3,,3.3
VA3053370,1.3,30,1.95,1.3,31.299999
VA3053375,1.8,18,5.1000004,1.8,19.799999
VA3053400,,,,,
VA3053430,,.26666668,.26666668,,.26666668
VA3053650,,,,,
VA3053700,,,,,
VA3053720,1.6,17,,1.6,18.6
VA3053900,,,,,
VA3053915,,0,,,0
VA3081440,,,,,
VA3081500,,1.8,1.8,,1.8
VA3081550,22.631578,28.692308,29.806227,24.00625,51.323887
VA3081700,1.7333333,13.3,9.9666672,1.7333333,15.033334
VA3081730,2.45,,,,2.45
VA3093111,,,,,
VA3093116,,,,,
VA3093117,.86666667,11.483334,11.483334,.86666667,12.35
VA3093118,,,,,
VA3093120,10.009091,15.966666,11.557222,11.579221,25.975758
VA3093125,0,,,,0
VA3093150,,,,,
VA3093160,,,,,
VA3093170,,,,,
VA3093210,,,,,
VA3093260,0,7.4666667,5.4499998,,7.4666667
VA3093300,0,3.0666666,3.0666666,,3.0666666
VA3093303,,,,,
VA3093306,,,,,
VA3093310,,1.7,1.7,,1.7
VA3093313,,,,,
VA3093316,,,,,
VA3093322,,,,,
VA3093328,,,,,
VA3093347,,,,,
VA3093380,,,,,
VA3093410,,,,,
VA3093470,,,,,
VA3093480,,,,,
VA3093580,,,,,
VA3093600,,6,.5,,6
VA3093640,0,6.6142859,2.375,,6.6142859
VA3093647,,,,,
VA3093650,,,,,
VA3093665,,,,,
VA3093700,,,,,
VA3093800,,,,,
VA3093900,,,,,
VA3093905,,,,,
VA3093915,,,,,
VA3093952,,,,,
VA3095045,,,,,
VA3095060,,,,,
VA3095317,2.9000001,2.4000001,2.4000001,,5.3000002
VA3095320,,,,,
VA3095490,1.8976191,8.2821426,7.0977564,1.8976191,10.179762
VA3095528,,7,5.3499999,,7
VA3095590,,,,,
VA3095600,3.4000001,34,22,3.4000001,37.400002
VA3095621,,,,,
VA3095700,,,,,
VA3095750,,5.5,1.65,,5.5
VA3095760,,3.8,3.8,,3.8
VA3095810,,,,,
VA3095858,3.0999999,10.15,10.15,3.0999999,13.25
VA3095861,9.5,21.700001,21.700001,,31.200001
VA3095862,2.5,23.4,23.4,2.5,25.9
VA3131008,,2.3,2.3,,2.3
VA3131061,,,,,
VA3131095,1.4,10,.69999999,1.4,11.4
VA3131120,8.833333,57.5,65.692856,11.159524,66.333336
VA3131137,,,,,
VA3131145,,,,,
VA3131150,,,,,
VA3131155,,,,,
VA3131200,,,,,
VA3131210,1.5,17.333334,1.2,1.5,18.833334
VA3131220,,,,,
VA3131290,,,,,
VA3131300,,,,,
VA3131325,,,,,
VA3131366,,,,,
VA3131375,,.60000002,.60000002,,.60000002
VA3131391,,,,,
VA3131420,,,,,
VA3131550,1.5,12.2,12.2,1.5,13.7
VA3131554,,,,,
VA3131555,,,,,
VA3131852,,,,,
VA3131875,,,,,
VA3149050,0,.36666667,.36666667,,.36666667
VA3149100,10.263333,.50999999,.50999999,,10.773334
VA3149120,,1.875,1.875,,1.875
VA3149163,,3.9000001,3.9000001,,3.9000001
VA3149210,,,,,
VA3149247,16.131035,45.806252,39.935127,13.37533,61.937286
VA3149280,18.8494,13.47,10.95775,20.208,32.319401
VA3149300,,,,,
VA3149326,,,,,
VA3149440,,,,,
VA3149510,,,,,
VA3149545,,,,,
VA3149550,,,,,
VA3149552,,,,,
VA3149570,,,,,
VA3149605,.60500002,5.4000001,.57999998,.60500002,6.0050001
VA3149700,19.268,35.491249,25.348999,12.407976,54.759247
VA3149840,,,,,
VA3149846,,,,,
VA3149850,,,,,
VA3149870,,,,,
VA3149885,,,,,
VA3149950,.64999998,3.2883334,3.2883334,.64999998,3.9383335
VA3149960,,,,,
VA3175007,2.5999999,22.6,22.6,2.5999999,25.200001
VA3175100,.5,4.7833333,4.7833333,,5.2833333
VA3175170,,,,,
VA3175200,,,,,
VA3175220,,,,,
VA3175300,,4.3500004,4.3500004,,4.3500004
VA3175340,,.66666669,.66666669,,.66666669
VA3175380,,,,,
VA3175400,,.44,.44,,.44
VA3175460,,,,,
VA3175461,,,,,
VA3175500,0,.30000001,.30000001,,.30000001
VA3175515,,,,,
VA3175520,,,,,
VA3175530,,,,,
VA3175600,,,,,
VA3175650,,,,,
VA3175690,,,,,
VA3175720,2.2,40,23.515717,2.2,42.200001
VA3175730,4.25,2.325,2.325,4.25,6.5749998
VA3175740,,,,,
VA3175750,,,,,
VA3175858,,,,,
VA3175859,,0,,,0
VA3175860,,,,,
VA3181250,,,,,
VA3181400,,1.3,1.3,,1.3
VA3181500,,,,,
VA3181650,,,,,
VA3181700,,,,,
VA3181767,,,,,
VA3181782,,,,,
VA3181785,,,,,
VA3181800,0,3.6500001,3.6500001,,3.6500001
VA3181802,4.0500002,1.3,1.3,,5.3500004
VA3181820,,,,,
VA3181850,,,,,
VA3183130,,,,,
VA3183160,,.34999999,.34999999,,.34999999
VA3183570,,,,,
VA3183590,,1.45,1.45,,1.45
VA3183595,,,,,
VA3183600,,0,,,0
VA3183750,5,27,3.25,,32
VA3183800,,.86666667,.86666667,,.86666667
VA3183820,,1.73,1.73,,1.73
VA3183865,,,,,
VA3183900,2.0999999,.26666668,.26666668,,2.3666666
VA3183950,1,1.9416666,1.9416666,1,2.9416666
VA3199100,13.233334,20.975555,20.943584,20.300999,34.208889
VA3199200,27.818501,19.700001,10.45,27.910749,47.518501
VA3199210,.5,7.5999999,7.0333333,,8.1000004
VA3199320,27.5,105.3,105.3,27.5,132.8
VA3199380,2.1166666,14,11.25,2.1166666,16.116667
VA3199500,2.7,17.65,11.423333,2.7,20.35
VA3199510,10.168,12.281667,10.212501,11.377209,22.449667
VA3199600,,,,,
VA3199700,16.346333,12.066667,34.700001,13.063454,28.412998
VA3199990,15.35,10.8,10.8,15.35,26.150002
VA3199995,6.9675002,13.466666,9.6520004,30.930998,20.434166
VA3550007,,,,,
VA3550022,,,,,
VA3550050,31.070833,40.064209,43.083504,33.23011,71.13504
VA3550051,18.002558,32.850784,25.031162,15.493321,50.85334
VA3550052,31.596296,45.368332,52.727501,28.7145,76.96463
VA3550500,12.528334,8.1000004,8.1000004,3.6389999,20.628334
VA3550615,67,30.416666,4.9000001,7,97.416664
VA3550620,6.4000001,55.683334,,1.5,62.083336
VA3550705,,,,,
VA3550730,8.666667,11,5.6166668,9.625,19.666668
VA3550750,,17.700001,17.700001,,17.700001
VA3550775,,,,,
VA3550800,,,,,
VA3570150,33.99789,28.036652,26.459599,25.816547,62.034542
VA3595250,42.5,56.846153,64.140907,37.239319,99.346153
VA3620350,1.6,6.6666665,1.2375,1.6,8.2666664
VA3650150,4.1156864,12.242857,16.101389,4.1156864,16.358543
VA3650350,11.034483,17.525,15.610173,10.265635,28.559483
VA3670800,14.25,53.376472,49.842308,16.199966,67.626472
VA3700100,3.4666667,11.770588,10.876028,3.4666667,15.237255
VA3700500,15.666667,16.577587,17.041523,16.557005,32.244255
VA3710050,28.280001,45.064816,49.167854,27.125,73.344818
VA3710100,32.349762,47.908108,48.731205,31.121992,80.257874
VA3730750,21.987917,29.389999,25.022726,18.249138,51.377914
VA3740450,3,55.933334,30,3,58.933334
VA3740500,20.68421,42.292107,40.266666,21.557142,62.976318
VA3740600,36.097427,40.034653,32.189232,31.265745,76.13208
VA3740650,16.4,46.5,40.451191,24.682539,62.900002
VA3740700,8.75,37.07143,41.950001,2,45.82143
VA3800310,0,0,,,0
VA3800694,,,,,
VA3800795,,,,,
VA3800800,,,,,
VA3800805,21.163637,40.442856,47.181667,25.923077,61.606491
VA3800830,,,,,
VA3800880,5,5.5999999,5.5999999,5,10.6
VA3810016,,,,,
VA3810110,,1.6,1.6,,1.6
VA3810111,,,,,
VA3810195,21,36.772728,39.555,28.333332,57.772728
VA3810210,23.700001,40.25,43.315556,13.9,63.950001
VA3810250,22.183334,3.7,3.7,22.183334,25.883335
VA3810340,8,47.363636,42.103333,32.166668,55.363636
VA3810430,10.076923,46.322224,38.808334,28.166668,56.399147
VA3810530,,,,,
VA3810850,,,,,
VA3810900,32.067501,46.938889,44.039444,30.671097,79.006393
VA3830850,24.238094,45.787498,40.858608,27.907114,70.025589
VA4036100,,2.3,2.3,,2.3
VA4036150,.56666666,10.4,4.3600001,.56666666,10.966666
VA4036280,0,0,,,0
VA4036500,0,1,1,,1
VA4036700,0,8.3999996,4.75,,8.3999996
VA4036800,,,,,
VA4036850,,,,,
VA4036900,,,,,
VA4041035,,9.666667,9.666667,,9.666667
VA4041065,,,,,
VA4041150,19.433332,21.818182,25.97381,24.599998,41.251514
VA4041275,,1.4,1.4,,1.4
VA4041825,0,.86666667,.86666667,,.86666667
VA4041830,,1.0333333,,,1.0333333
VA4041845,18.382353,30.99,30.12335,,49.372353
VA4057150,,12.5,11.450001,,12.5
VA4057200,,7.5,7.5,,7.5
VA4057250,3.04,7.0999999,2.6666665,,10.139999
VA4057295,,,,,
VA4057300,,,,,
VA4057400,3.0599999,2.1400001,2.1400001,3.0599999,5.1999998
VA4057457,,,,,
VA4057566,,6.3499999,4,,6.3499999
VA4057568,11.3,10,7.1799998,8.96,21.299999
VA4057650,,,,,
VA4057680,.94999999,5.0999999,5.0999999,,6.0499997
VA4057710,,,,,
VA4057750,1.4,8.2000008,8.2000008,1.4,9.6000004
VA4057800,,1.05,1.05,,1.05
VA4057850,4.1999998,1.15,1.15,,5.3499999
VA4057900,,2.3499999,2.3499999,,2.3499999
VA4073005,,7.8000002,7.8000002,,7.8000002
VA4073230,4.6999998,6.6000004,6.6000004,4.6999998,11.3
VA4073302,,,,,
VA4073311,25.526316,61.758823,62.451904,22.003508,87.285141
VA4073335,,,,,
VA4073360,,3,,,3
VA4073510,0,1.5,1.5,,1.5
VA4073678,0,2.6600001,2.6600001,,2.6600001
VA4073700,,,,,
VA4073735,,,,,
VA4073800,13.2,78.449997,9.4250002,2.6399999,91.649994
VA4075005,,0,,,0
VA4075036,,,,,
VA4075040,1.5,,,1.5,1.5
VA4075100,3.5,1.1799999,1.1799999,,4.6799998
VA4075280,39.333332,47.599998,52.74762,28.298573,86.933334
VA4075283,2.3,5.0999999,4.4499998,2.3,7.3999996
VA4075350,,,,,
VA4075400,5.1925001,7.6866665,7.6866665,4.1855001,12.879167
VA4075420,1.1,,,1.1,1.1
VA4075500,0,6.1416669,6.1416669,,6.1416669
VA4075520,,,,,
VA4075630,9,7.5100002,8.1040001,,16.51
VA4075635,0,3.8,3.8,,3.8
VA4075660,,,,,
VA4075680,,,,,
VA4075735,29.144444,48.615383,40.395,25.961111,77.759827
VA4075880,,,,,
VA4085037,9.21,19.629999,19.629999,,28.84
VA4085047,.65499997,13.9,12.048333,.65499997,14.554999
VA4085052,,,,,
VA4085071,,.80000001,.80000001,,.80000001
VA4085080,,1.0666667,1.0666667,,1.0666667
VA4085129,0,0,,,0
VA4085140,1.9979999,0,,1.9979999,1.9979999
VA4085155,0,0,,,0
VA4085200,1.3,5.0250001,5.0250001,1.3,6.3249998
VA4085272,,7.9000001,7.9000001,,7.9000001
VA4085320,1,1.75,1.75,1,2.75
VA4085335,16,20,14.25,.94999999,36
VA4085343,,,,,
VA4085350,2.53,2.4000001,2.4000001,,4.9300003
VA4085370,,,,,
VA4085390,0,0,,,0
VA4085398,35.92157,37.344116,37.740452,36.128006,73.265686
VA4085415,36.950001,20,26.82,15.695,56.950001
VA4085525,36.5,21.799999,32.166664,12.095,58.299999
VA4085550,1.9,2.9000001,2.9000001,1.9,4.8000002
VA4085597,1.1,2.5666666,2.5666666,,3.6666665
VA4085630,1.9,1.4,1.4,1.9,3.3
VA4085649,,2.7,2.7,,2.7
VA4085730,.89999998,1.1,1.1,.89999998,2
VA4085739,12,9.1000004,12,8.6999998,21.1
VA4085740,11,2.97,2.97,,13.97
VA4085744,1,6.1659999,6.1659999,,7.1659999
VA4085750,,4.25,4.25,,4.25
VA4085756,1.85,1.8,1.8,1.85,3.6500001
VA4085770,3.5100002,4.954,4.954,3.5100002,8.4640007
VA4085800,5.6999998,14.949999,14.949999,3.75,20.649998
VA4085902,,2.4000001,2.4000001,,2.4000001
VA4087125,21.058695,18.562263,21.225338,18.227732,39.620956
VA4087140,0,.89999998,.89999998,,.89999998
VA4087360,,,,,
VA4087370,,,,,
VA4087660,,.60000002,.60000002,,.60000002
VA4087700,,19,,,19
VA4087835,39,,,,39
VA4087860,0,1.8,1.8,,1.8
VA4087900,,.69999999,.69999999,,.69999999
VA4087928,,,,,
VA4087960,0,,,,0
VA4097302,,,,,
VA4097310,3.4000001,4.8000002,4.8000002,,8.2000008
VA4097350,2,1.4,1.4,2,3.4000001
VA4097800,2.3,3.8,3.8,2.3,6.0999999
VA4097850,,,,,
VA4101010,,2.2,2.2,,2.2
VA4101030,2.2980001,,,,2.2980001
VA4101097,,0,,,0
VA4101110,2.5999999,23,4.4166665,2.5999999,25.6
VA4101125,,,,,
VA4101310,,,,,
VA4101315,,,,,
VA4101500,3.9000001,8.1333332,,,12.033333
VA4101503,2.3,11.049999,11.049999,2.3,13.349999
VA4101550,,,,,
VA4101600,2.454,5.1700001,3.645,2.454,7.6240001
VA4101670,,,,,
VA4101800,0,9.6899996,2.5,,9.6899996
VA4101900,1.8499999,1.0500001,1.0500001,1.8499999,2.9000001
VA4103130,,1.64,1.64,,1.64
VA4103200,1.3099999,,,1.3099999,1.3099999
VA4103225,1.993,7.6900001,,1.993,9.6830006
VA4103230,5.1999998,5,5,5.1999998,10.2
VA4103250,,1.65,1.65,,1.65
VA4103350,,4.3999996,4.3999996,,4.3999996
VA4103375,4.1999998,1,1,,5.1999998
VA4103500,0,1.3166666,1.3166666,,1.3166666
VA4103540,,,,,
VA4103550,1.2775,6.0250001,8.4933329,,7.3025002
VA4103600,,1.075,1.075,,1.075
VA4103630,1.6950001,1.4,1.4,1.6950001,3.095
VA4103680,0,2.3150001,2.3150001,,2.3150001
VA4103687,,,,,
VA4103695,0,.2,.2,,.2
VA4103710,2.0050001,,,2.0050001,2.0050001
VA4103800,1.097,8.6999998,.82999998,1.097,9.7969999
VA4103817,4.4200001,0,,4.4200001,4.4200001
VA4103820,,,,,
VA4103825,,3,3,,3
VA4103830,,14.4,5.1700001,,14.4
VA4103947,,,,,
VA4103950,,,,,
VA4103955,,,,,
VA4103980,,3.0999999,3.0999999,,3.0999999
