pwsid,haa5,haa5_syr3,haa5_syr4,tthm,tthm_syr3,tthm_syr4,combined_dbp,combined_dbp_syr3,combined_dbp_syr4
IA3135018,0,0,.79000002,0,0,0,0,0,.79000002
IA3146055,0,0,0,0,.69999999,1.9,0,.69999999,1.9
IA3158001,0,0,1.08,0,1.95,3.6099999,0,1.95,4.6900001
IA3165014,5.5900002,5.5900002,1.235,0,0,0,5.5900002,5.5900002,1.235
IA3170001,1.7866666,0,2.6800001,0,0,0,1.7866666,0,2.6800001
IA3170301,0,0,0,0,0,2.7,0,0,2.7
IA3170302,0,0,0,1.4333333,0,1.7,1.4333333,0,1.7
IA3170303,0,0,0,0,0,0,0,0,0
IA3170335,0,1.67,0,3.5999999,2.1500001,3.5999999,3.5999999,3.8200002,3.5999999
IA3189001,0,0,0,0,0,0,0,0,0
IA3203066,0,0,10.5,0,22,1.1,0,22,11.6
IA3218024,7,7.8000002,5,24,19,29,31,26.799999,34
IA3218301,0,0,2,0,0,0,0,0,2
IA3225701,10.666667,9,14,46.666668,46.666668,34.25,57.333336,55.666668,48.25
IA3275087,0,0,0,2.9000001,2.9000001,0,2.9000001,2.9000001,0
IA3290060,8,6,8,38,19.6,38,46,25.6,46
IA3307065,0,0,0,4.2399998,0,4.2399998,4.2399998,0,4.2399998
IA3307571,7.1999998,7.1999998,0,60,0,60,67.199997,7.1999998,60
IA3317047,17.799999,0,17.799999,0,0,5.9499998,17.799999,0,23.75
IA3338010,0,0,0,1.1799999,1.1799999,4.27,1.1799999,1.1799999,4.27
IA3342041,0,.66000003,0,0,1.38,1.53,0,2.04,1.53
IA3346037,0,3,0,0,0,0,0,3,0
IA3350059,0,.50999999,0,0,0,0,0,.50999999,0
IA3353088,0,0,0,0,0,0,0,0,0
IA3371056,0,0,0,0,0,0,0,0,0
IA3375001,0,0,0,0,0,0,0,0,0
IA3379009,0,0,0,0,0,0,0,0,0
IA3383014,0,0,3,20.5,12.5,20.5,20.5,12.5,23.5
IA3400613,0,0,0,0,0,0,0,0,0
IA3405012,0,0,0,0,0,.80000001,0,0,.80000001
IA3409066,0,0,0,0,0,0,0,0,0
IA3414044,0,0,0,5.5700002,2.53,5.5700002,5.5700002,2.53,5.5700002
IA3420031,0,0,0,2.8,2.8,0,2.8,2.8,0
IA3423069,7.4299998,7.4299998,16.16,15.4,2.2449999,15.4,22.83,9.6749992,31.559999
IA3430091,0,0,0,0,0,2.9000001,0,0,2.9000001
IA3440007,0,.64999998,0,0,1.45,0,0,2.0999999,0
IA3500933,0,0,2,0,0,0,0,0,2
IA3503014,0,0,21,37,37,0,37,37,21
IA3525079,0,0,0,0,0,0,0,0,0
IA3539080,13,0,13,0,1.3,7.75,13,1.3,20.75
IA3544024,12.7,0,12.7,24.9,26.049999,22.6,37.599998,26.049999,35.299999
IA3544301,0,0,0,0,0,1,0,0,1
IA3549026,0,0,0,0,0,0,0,0,0
IA3554061,18,0,18,26,0,26,44,0,44
IA3554505,0,0,0,0,0,0,0,0,0
IA3564901,0,0,0,0,1.98,1.72,0,1.98,1.72
IA3570037,0,0,0,22,0,22,22,0,22
IA3600901,0,0,0,6.6999998,6.6999998,1.5,6.6999998,6.6999998,1.5
IA3615040,0,1,0,0,4.8000002,0,0,5.8000002,0
IA3621023,0,5,7.04,38,34,42,38,39,49.040001
IA3643202,10.97,0,10.97,0,0,0,10.97,0,10.97
IA3649072,0,0,0,34,34,7.3499999,34,34,7.3499999
IA3655071,0,12,28,0,.5,14.2,0,12.5,42.200001
IA3661048,0,0,5,6.5,8.8999996,4.0999999,6.5,8.8999996,9.1000004
IA3667012,0,0,9.8799992,0,0,4.4899998,0,0,14.369999
IA3671021,0,0,0,0,0,0,0,0,0
IA3709001,0,0,0,0,0,47,0,0,47
IA3730098,0,0,4,0,0,8.1999998,0,0,12.2
IA3742004,30.120001,10.9,34.924999,50.833332,60.508335,50.833332,80.953331,71.408333,85.758331
IA3759031,47,58.700001,43.099998,47.683334,55.049999,32.950001,94.683334,113.75,76.050003
IA3800600,0,0,0,0,0,0,0,0,0
IA3803094,0,0,0,0,0,0,0,0,0
IA3809067,0,0,2,0,2.5,0,0,2.5,2
IA3815042,0,1,1,0,0,1.1,0,1,2.0999999
IA3833013,0,0,1.65,0,0,0,0,0,1.65
IA3839052,0,1.72,1.205,0,0,0,0,1.72,1.205
IA3870073,0,0,.50999999,0,0,0,0,0,.50999999
IA3880001,0,1,3,0,0,23,0,1,26
IA3890097,0,0,0,0,0,0,0,0,0
IA3900301,0,0,3,0,0,5.4499998,0,0,8.4499998
IA3902083,0,3.78,.61000001,10.4,10.4,.85000002,10.4,14.179999,1.46
IA3907092,0,.80000001,9.75,58.799999,0,58.799999,58.799999,.80000001,68.550003
IA3907801,8.4700003,5.3999996,8.4700003,0,0,3.05,8.4700003,5.3999996,11.52
IA3914081,0,3.5,0,0,5.0999999,5.3000002,0,8.6000004,5.3000002
IA3937016,5.5799999,6.4699998,5.5799999,10.555,0,10.555,16.135,6.4699998,16.135
IA3949000,9.8000002,9.8000002,5.0100002,3.74,0,3.74,13.54,9.8000002,8.75
IA3971026,26.277779,32.799999,18.125,61.642857,63.777779,57.799999,87.920639,96.577774,75.925003
IA3980040,0,0,0,0,0,1,0,0,1
IA4003012,0,0,1,0,0,6.3999996,0,0,7.3999996
IA4009016,7.5,0,7.5,0,0,13.7,7.5,0,21.200001
IA4027010,0,3,0,16.200001,7.4000001,25,16.200001,10.4,25
IA4039071,0,7,0,0,17.6,14,0,24.6,14
IA4045090,0,0,0,0,0,0,0,0,0
IA4051002,0,0,0,1.9,5.6999998,0,1.9,5.6999998,0
IA4063094,0,0,0,0,0,0,0,0,0
IA4070022,9.3999996,8.333333,11,60.666668,60.150002,60.666668,70.066666,68.483337,71.666672
IA4070201,0,0,2,7,5.5,8.5,7,5.5,10.5
IA4070204,0,0,.5,0,3.3,1.4,0,3.3,1.9
IA4100901,3.5,3.5,0,0,0,0,3.5,3.5,0
IA4103045,0,0,0,0,0,1,0,0,1
IA4109077,0,0,4,0,0,18.4,0,0,22.4
IA4109101,0,0,0,0,.60000002,0,0,.60000002,0
IA4115092,0,0,16,0,0,0,0,0,16
IA4130075,0,0,0,0,0,10,0,0,10
IA4135093,0,0,0,0,0,0,0,0,0
IA4135801,0,0,0,1,0,2,1,0,2
IA4150014,0,0,3.5,41,20,51.5,41,20,55
IA4155035,5,0,5,2.7,0,2.7,7.6999998,0,7.6999998
IA4170033,0,0,0,0,.69999999,0,0,.69999999,0
IA4201001,0,0,0,0,0,0,0,0,0
IA4213013,7.5,0,7.5,38.5,57,20,46,57,27.5
IA4213103,0,0,0,0,2.3,40,0,2.3,40
IA4236005,0,5.6550002,2.1500001,24.9,0,24.9,24.9,5.6550002,27.049999
IA4254061,0,0,0,0,0,.80000001,0,0,.80000001
IA4260097,0,0,2,26,0,26,26,0,28
IA4260102,0,2,0,0,2.4000001,4.0999999,0,4.4000001,4.0999999
IA4260601,0,1,0,3.8,0,3.8,3.8,1,3.8
IA4260602,0,0,2,0,0,2,0,0,4
IA4271062,0,1.0599999,0,0,0,0,0,1.0599999,0
IA4283067,9,4,9,0,0,5.2000003,9,4,14.200001
IA4289094,0,1.865,0,2.99,.92000002,2.99,2.99,2.7850001,2.99
IA4291038,8.125,0,8.125,0,0,3.04,8.125,0,11.165
IA4316087,0,0,2,14,0,14,14,0,16
IA4333089,0,0,12,52,0,52,52,0,64
IA4337092,0,2,3.3333333,0,0,0,0,2,3.3333333
IA4341017,0,1,1.6799999,16.799999,1.2,16.799999,16.799999,2.2,18.48
IA4344088,0,4.6599998,4.8699999,0,0,18.509998,0,4.6599998,23.379997
IA4347093,0,10,0,0,22,0,0,32,0
IA4349094,0,21,9.9699993,0,30,7.4899998,0,51,17.459999
IA4364044,0,0,.82999998,1.23,.79000002,2.48,1.23,.79000002,3.3099999
IA4388034,0,0,0,11.6,0,11.6,11.6,0,11.6
IA4400601,0,1,0,2.8,2.8,0,2.8,3.8,0
IA4425032,16,0,16,0,0,2.47,16,0,18.469999
IA4453016,0,1,2.75,0,0,16.833332,0,1,19.583332
IA4453318,0,0,1.075,0,0,0,0,0,1.075
IA4453601,0,0,0,0,.85000002,0,0,.85000002,0
IA4453602,0,0,0,0,0,0,0,0,0
IA4453901,0,0,0,0,.5,0,0,.5,0
IA4458060,0,0,3.2449999,0,14,8.1099997,0,14,11.355
IA4465093,0,0,0,36,36,0,36,36,0
IA4475001,0,0,0,0,0,0,0,0,0
IA4478023,0,0,2.21,0,0,0,0,0,2.21
IA4490091,0,0,0,0,0,6.4000001,0,0,6.4000001
IA4493028,0,1.67,4.8200002,1.295,0,19.029999,1.295,1.67,23.849998
IA4500901,0,0,0,0,0,.75,0,0,.75
IA4509024,0,0,3.2,0,0,0,0,0,3.2
IA4515087,0,3,0,0,11,2.55,0,14,2.55
IA4525017,0,0,.28,0,0,.64999998,0,0,.92999995
IA4535081,0,0,0,6,0,6,6,0,6
IA4535101,8.3800001,0,8.3800001,2,2,0,10.38,2,8.3800001
IA4552063,0,.69999999,0,0,0,0,0,.69999999,0
IA4558001,0,0,0,1.3,0,1.3,1.3,0,1.3
IA4609028,0,0,0,0,0,3.8,0,0,3.8
IA4622095,0,0,2,22,0,22,22,0,24
IA4641064,0,0,4.0299997,26,0,26,26,0,30.029999
IA4647090,0,0,0,37.5,2.8000002,37.5,37.5,2.8000002,37.5
IA4652011,0,0,0,0,0,0,0,0,0
IA4669080,0,0,0,8.8000002,3.5999999,14,8.8000002,3.5999999,14
IA4675012,0,1,.5,5.1999998,0,5.1999998,5.1999998,1,5.6999998
IA4680018,0,0,0,7.6999998,7.6999998,0,7.6999998,7.6999998,0
IA4703068,0,2,2,47,47,30,47,49,32
IA4709090,0,0,2,3.4000001,0,3.4000001,3.4000001,0,5.4000001
IA4715072,0,0,0,40,40,6.9000001,40,40,6.9000001
IA4721054,0,2,0,16,7.0500002,16,16,9.0500002,16
IA4728067,0,0,2,0,2.8,4.0916667,0,2.8,6.0916667
IA4802301,0,0,0,0,0,2.3,0,0,2.3
IA4802701,0,0,0,0,0,0,0,0,0
IA4830036,0,0,0,0,0,0,0,0,0
IA4840042,0,8.8000002,3.03,0,2.28,3.6300001,0,11.08,6.6599998
IA4843033,0,4.6599998,3.1266665,32.700001,32.700001,18.063332,32.700001,37.360001,21.189999
IA4848001,0,0,0,22,0,22,22,0,22
IA4852082,20.9,23.799999,18,28.200001,37.489998,28.200001,49.099998,61.289997,46.200001
IA4858070,5.3299999,0,5.3299999,0,0,.80000001,5.3299999,0,6.1300001
IA4863029,0,0,3.6100001,0,0,6.7800002,0,0,10.39
IA4868034,0,2,2,26,1.7,26,26,3.7,28
IA4868701,0,0,.58999997,1.8200001,0,3.02,1.8200001,0,3.6099999
IA4875050,0,0,.23,8.29,8.25,8.3299999,8.29,8.25,8.5599995
IA4880087,0,0,0,5.6999998,0,5.6999998,5.6999998,0,5.6999998
IA4884023,7.1300001,18.640001,7.1300001,16.36125,0,16.36125,23.491249,18.640001,23.491249
IA4903050,0,0,0,0,0,0,0,0,0
IA4907084,0,0,0,2.0899999,0,2.0899999,2.0899999,0,2.0899999
IA4910000,9.5799999,0,9.5799999,6.0300002,6.0300002,3.615,15.610001,6.0300002,13.195
IA4945052,0,0,0,0,0,0,0,0,0
IA4950029,0,3.9300001,7.1999998,0,3.6500001,0,0,7.5799999,7.1999998
IA4953078,0,0,0,0,0,0,0,0,0
IA4955001,0,0,2.0899999,0,2.96,8.5900002,0,2.96,10.68
IA4965057,0,0,4.6399999,7.7150002,10,5.4299998,7.7150002,10,10.07
IA4975014,0,0,0,0,0,0,0,0,0
IA4984086,0,0,0,0,0,0,0,0,0
IA5003091,0,1.67,3.0599999,24.5,11.4025,24.5,24.5,13.0725,27.559999
IA5009056,3.3199999,6.6399999,.90499997,6.3000002,0,6.3000002,9.6199999,6.6399999,7.2049999
IA5031301,0,1.83,0,0,0,0,0,1.83,0
IA5038017,0,0,4.2600002,7.0549998,2.25,7.0549998,7.0549998,2.25,11.315001
IA5047008,12.7,5.4699998,12.7,0,10.7,4.6300001,12.7,16.17,17.33
IA5052087,0,2.8800001,3.1999998,0,0,4.4499998,0,2.8800001,7.6499996
IA5054096,0,.57999998,4.9049997,0,0,39.309998,0,.57999998,44.214996
IA5059064,3.378,5.4400001,2.8625,17.85,19.700001,17.233334,21.228001,25.140001,20.095833
IA5059601,0,0,0,0,0,0,0,0,0
IA5059704,7.3562498,7.3562498,0,26.674999,26.674999,0,34.03125,34.03125,0
IA5064055,0,1,5.46,0,0,7.77,0,1,13.23
IA5076005,8.1099997,8.1099997,8.9499998,31.299999,26,33.950001,39.41,34.110001,42.900002
IA5107089,31.040001,31.040001,14.549999,38.466667,38.466667,11.24,69.506668,69.506668,25.789999
IA5131033,0,0,0,0,0,0,0,0,0
IA5131705,0,0,0,0,0,0,0,0,0
IA5148079,0,0,0,0,0,0,0,0,0
IA5157091,0,0,0,0,0,0,0,0,0
IA5200601,0,0,0,0,0,0,0,0,0
IA5200602,0,0,0,0,0,0,0,0,0
IA5200603,0,0,0,0,0,0,0,0,0
IA5200618,0,0,0,0,0,0,0,0,0
IA5200801,0,0,0,0,0,0,0,0,0
IA5200810,0,0,0,0,0,0,0,0,0
IA5200817,0,0,0,0,0,0,0,0,0
IA5200825,0,0,0,0,0,0,0,0,0
IA5200889,0,0,0,6.9000001,6,7.8000002,6.9000001,6,7.8000002
IA5200891,0,0,0,0,.80000001,0,0,.80000001,0
IA5200982,0,1,1,0,2,24.950001,0,3,25.950001
IA5208071,.75,2.3333335,4.6666665,29.711111,24.485714,48,30.461111,26.819048,52.666668
IA5208600,0,0,.5,0,0,0,0,0,.5
IA5213101,0,0,0,0,0,0,0,0,0
IA5221001,0,0,0,7.1999998,0,7.1999998,7.1999998,0,7.1999998
IA5221519,11,11,6,0,.5,13,11,11.5,19
IA5225079,8,8,8,37.291668,30.4,39.105263,45.291668,38.400002,47.105263
IA5225101,20.142857,17.25,24,42.388889,29.666666,55.111111,62.531746,46.916664,79.111115
IA5225302,0,0,0,0,0,0,0,0,0
IA5225304,0,2,0,0,0,3.4000001,0,2,3.4000001
IA5225305,0,0,0,0,.89999998,0,0,.89999998,0
IA5225315,0,0,3,25,10.200001,25,25,10.200001,28
IA5225572,0,0,4,0,0,9,0,0,13
IA5225601,0,0,5,0,0,3.5,0,0,8.5
IA5225673,0,0,0,0,0,1.2,0,0,1.2
IA5240095,34,0,34,0,0,60,34,0,94
IA5240101,6.6300001,6.6300001,1.9299999,0,0,0,6.6300001,6.6300001,1.9299999
IA5252072,0,0,0,6,12,3,6,12,3
IA5260017,0,2,2,11,11,0,11,13,2
IA5260601,0,0,0,0,0,0,0,0,0
IA5280301,0,0,0,0,0,0,0,0,0
IA5282062,0,0,0,0,0,.5,0,0,.5
IA5282301,0,0,0,0,1,0,0,1,0
IA5282306,0,0,0,0,0,0,0,0,0
IA5282310,0,0,0,0,0,0,0,0,0
IA5288021,0,0,0,0,.69999999,0,0,.69999999,0
IA5288601,0,0,0,0,0,0,0,0,0
IA5300688,0,0,0,0,0,0,0,0,0
IA5300947,0,0,0,0,0,0,0,0,0
IA5307048,0,0,0,0,0,0,0,0,0
IA5315005,0,0,0,2,.60000002,2,2,.60000002,2
IA5337046,10,15.9,10,0,27.139999,2.2,10,43.040001,12.2
IA5343098,0,0,0,8.25,8.8000002,7.6999998,8.25,8.8000002,7.6999998
IA5343301,0,0,0,2.6500001,2.6500001,.80000001,2.6500001,2.6500001,.80000001
IA5343815,0,0,1.405,4.6199999,0,4.6199999,4.6199999,0,6.0249996
IA5349001,7,2.3800001,7,0,0,0,7,2.3800001,7
IA5355094,2.2,0,2.2,0,0,6.2600002,2.2,0,8.46
IA5358096,0,0,0,0,0,0,0,0,0
IA5361020,0,0,0,0,0,0,0,0,0
IA5396039,2.2474999,0,2.9966667,7,0,7,9.2474995,0,9.9966669
IA5417026,0,7,15.329999,38,38,26.299999,38,45,41.629997
IA5428031,0,0,2.5,15,15,0,15,15,2.5
IA5432042,8.666667,6,8.666667,0,0,15.9,8.666667,6,24.566666
IA5440028,0,0,0,0,0,3.7,0,0,3.7
IA5442029,12.95,9,16.9,51,11,51,63.950001,20,67.900002
IA5470083,0,0,0,0,0,0,0,0,0
IA5475050,20.9,0,20.9,33.799999,8.2399998,33.799999,54.699997,8.2399998,54.699997
IA5475101,0,0,0,0,0,1.22,0,0,1.22
IA5478074,0,0,2.8099999,52,.69999999,52,52,.69999999,54.810001
IA5491093,0,0,0,0,0,0,0,0,0
IA5493016,14.465,4,14.465,34,30,46,48.465,34,60.465
IA5500820,0,0,0,0,0,0,0,0,0
IA5502015,5,0,15,35.599998,31.333334,42,40.599998,31.333334,57
IA5502101,0,0,0,2.4000001,0,2.4000001,2.4000001,0,2.4000001
IA5507085,8,8,8,30.5,29,31,38.5,37,39
IA5510060,0,0,2.6666667,0,5.9000001,13.1,0,5.9000001,15.766667
IA5515042,0,0,4,32,32,0,32,32,4
IA5540049,0,0,17,19,0,19,19,0,36
IA5543069,0,0,0,0,0,0,0,0,0
IA5547094,0,0,0,0,3.5,0,0,3.5,0
IA5551006,0,0,0,3.9000001,3.9000001,1.3,3.9000001,3.9000001,1.3
IA5584009,0,3,8.5,17,17,5.7000003,17,20,14.200001
IA5588026,0,0,2,0,0,0,0,0,2
IA5595020,0,0,2,12.2,9.3999996,12.2,12.2,9.3999996,14.2
IA5600947,43,43,0,7.6999998,7.6999998,0,50.700001,50.700001,0
IA5603701,0,0,0,0,0,0,0,0,0
IA5620046,0,0,4.27,0,0,0,0,0,4.27
IA5625062,8.9428568,13.041667,.33333334,15,18.950001,5.125,23.942856,31.991669,5.4583335
IA5625141,0,0,1.0700001,4.27,6.4699998,4.27,4.27,6.4699998,5.3400002
IA5640019,17.5,15.444445,19.181818,41.458332,43.266666,38.444443,58.958332,58.711113,57.626259
IA5650003,27.275,31.16,27.275,70.01667,2.325,70.01667,97.291672,33.485001,97.291672
IA5691012,21.799999,21.799999,.75,39,59.333332,8.5,60.799999,81.133331,9.25
IA5700600,0,0,2.5,3.2366667,4.5999999,2.5550001,3.2366667,4.5999999,5.0550003
IA5700601,0,0,0,0,0,0,0,0,0
IA5700900,0,0,2,0,0,.89999998,0,0,2.9000001
IA5704012,0,0,0,0,0,0,0,0,0
IA5715093,0,2.96,3.1500001,.90312499,1.869192,1.6176471,.90312499,4.8291922,4.7676473
IA5715150,0,0,0,0,1.5,.40000001,0,1.5,.40000001
IA5715152,0,0,0,0,.60000002,0,0,.60000002,0
IA5715702,9.4820004,9.3299999,9.583333,4.6533332,5.1999998,4.3800001,14.135334,14.53,13.963333
IA5715802,0,0,0,3.9000001,3.3,3.9000001,3.9000001,3.3,3.9000001
IA5718006,0,1.1733333,0,0,0,4.1849999,0,1.1733333,4.1849999
IA5720010,0,.64999998,0,0,1.1900001,2.9000001,0,1.84,2.9000001
IA5728018,0,0,0,3.4300001,2.9400001,3.9200001,3.4300001,2.9400001,3.9200001
IA5731032,7.8499999,0,7.8499999,0,0,0,7.8499999,0,7.8499999
IA5735045,0,0,1,16,13.375,16,16,13.375,17
IA5748086,0,.56999999,2.5350001,13.24,2.28,24.200001,13.24,2.8499999,26.735001
IA5751035,1.99,.99166667,0,1.87375,4.0433335,.49299997,3.86375,5.0350003,.49299997
IA5751040,2.6300001,.92500001,7.8899999,0,1.7549999,.69,2.6300001,2.6799998,8.5799999
IA5751601,0,0,0,0,0,0,0,0,0
IA5758021,0,0,0,0,0,.25,0,0,.25
IA5758201,0,0,0,0,0,0,0,0,0
IA5765101,25.799999,0,25.799999,2,0,2.635,27.799999,0,28.434999
IA5772054,0,0,.5,0,0,0,0,0,.5
IA5782087,0,0,.93000001,10.2,0,10.2,10.2,0,11.13
IA5784301,0,0,0,0,0,0,0,0,0
IA5784302,0,0,0,31,.66000003,31,31,.66000003,31
IA5784303,0,0,0,2.4000001,0,2.4000001,2.4000001,0,2.4000001
IA5784307,0,0,0,0,.80000001,0,0,.80000001,0
IA5784309,0,0,0,0,0,0,0,0,0
IA5784311,0,0,0,0,12,2.0999999,0,12,2.0999999
IA5784312,11,11,0,0,0,0,11,11,0
IA5784313,0,1,1,0,0,0,0,1,1
IA5784314,0,0,0,8.8999996,8.8999996,0,8.8999996,8.8999996,0
IA5784316,0,0,0,0,0,.85000002,0,0,.85000002
IA5784318,0,0,0,0,1.3,0,0,1.3,0
IA5784321,0,0,0,0,0,0,0,0,0
IA5784326,0,0,0,0,0,0,0,0,0
IA5792059,0,0,0,0,0,0,0,0,0
IA5800601,0,0,0,0,4.9000001,0,0,4.9000001,0
IA5800901,0,0,0,0,0,0,0,0,0
IA5809063,7,7,0,0,18,0,7,25,0
IA5815064,13,13,0,30,21,39,43,34,39
IA5815101,2.3666666,1,2.3666666,0,0,0,2.3666666,1,2.3666666
IA5842000,0,0,0,0,0,0,0,0,0
IA5842102,9,0,9,40,0,40,49,0,49
IA5847537,0,0,2,0,0,0,0,0,2
IA5857011,0,0,0,0,0,0,0,0,0
IA5868085,0,2.1600001,.93000001,0,0,1.47,0,2.1600001,2.4000001
IA5879063,13.8,13.8,1.4,46.700001,46.700001,0,60.5,60.5,1.4
IA5879601,0,0,0,0,0,0,0,0,0
IA5903011,30.4,28.886667,32.669998,63.710526,64.32,61.424999,94.110527,93.206665,94.095001
IA5939009,26.453846,28.375,23.379999,44.333332,54,39.5,70.787178,82.375,62.879997
IA6000733,14.7,0,14.7,0,6.3000002,9.3950005,14.7,6.3000002,24.095001
IA6000744,15.333333,13,20,19.424999,15.066667,32.5,34.758331,28.066666,52.5
IA6000755,17.9,2,17.9,0,0,16.275,17.9,2,34.174999
IA6000800,30.813334,0,30.813334,37.700001,0,37.700001,68.513336,0,68.513336
IA6003032,0,2,4,28.333334,29,28,28.333334,31,32
IA6015047,9.333333,2,14,0,0,8.3500004,9.333333,2,22.35
IA6028081,0,6,3,0,0,6.5999999,0,6,9.6000004
IA6040076,0,0,19.540001,0,0,40.295002,0,0,59.835003
IA6050059,7.0599999,0,7.0599999,0,6.25,4.1300001,7.0599999,6.25,11.190001
IA6055077,0,0,0,0,4.8000002,14,0,4.8000002,14
IA6060006,21.299999,5,21.299999,25.299999,5.4000001,25.299999,46.599998,10.4,46.599998
IA6065092,0,1,9.0100002,9.8400002,0,9.8400002,9.8400002,1,18.85
IA6115097,4,12.5,4,25.5,15,30.75,29.5,27.5,34.75
IA6161031,0,3,0,0,75,0,0,78,0
IA6167036,15,15,15,45,42,54,60,57,69
IA6171029,30.200001,32.583332,20.666666,52.25,60.764706,31.571428,82.449997,93.348038,52.238094
IA6203093,19.5,19.5,0,39.099998,39.099998,0,58.599998,58.599998,0
IA6234070,0,0,0,36.900002,1.34,36.900002,36.900002,1.34,36.900002
IA6264063,5.415,.77999997,5.415,0,0,11.73,5.415,.77999997,17.145
IA6273005,9.2872725,6.1111112,11.486154,39.83913,33.333332,44.021427,49.126404,39.444443,55.50758
IA6273901,11.69,0,11.69,33,33,18.629999,44.689999,33,30.32
IA6300099,0,0,.66000003,0,0,0,0,0,.66000003
IA6300800,0,0,0,0,0,0,0,0,0
IA6309061,14.6,14.6,2.55,37.700001,34.599998,40.799999,52.300003,49.199997,43.349998
IA6338000,0,0,0,0,1.91,2.23,0,1.91,2.23
IA6342036,0,.83999997,0,0,0,0,0,.83999997,0
IA6342711,0,0,0,29.6,29.6,3.78,29.6,29.6,3.78
IA6368033,14.536154,13.05,15.196667,28.57,36.099998,27.315001,43.106155,49.149998,42.511665
IA6377046,0,0,0,0,0,0,0,0,0
IA6377601,0,0,.85000002,0,0,0,0,0,.85000002
IA6377701,0,0,0,0,5.6999998,4.0799999,0,5.6999998,4.0799999
IA6380047,0,0,0,0,.68000001,1.91,0,.68000001,1.91
IA6382029,0,0,0,22.799999,22.799999,0,22.799999,22.799999,0
IA6400628,0,0,0,0,0,.89999998,0,0,.89999998
IA6403011,3.3099999,4.0300002,6.6199999,10.6,11.27,10.6,13.91,15.300001,17.220001
IA6415046,0,0,0,33,33,0,33,33,0
IA6432043,0,0,0,0,1.38,0,0,1.38,0
IA6436087,6.48,4.8699999,6.48,44.299999,0,44.299999,50.779999,4.8699999,50.779999
IA6452062,13.4,3.0150001,13.4,36.700001,0,36.700001,50.099998,3.0150001,50.099998
IA6457070,0,1.73,0,0,36.099998,0,0,37.829998,0
IA6462087,0,0,0,0,0,0,0,0,0
IA6469042,0,0,.66666669,0,0,0,0,0,.66666669
IA6469601,0,0,0,0,0,0,0,0,0
IA6471063,9.5299997,0,9.5299997,41.799999,30.030001,41.799999,51.329998,30.030001,51.329998
IA6480081,0,7.04,0,0,0,8.6899996,0,7.04,8.6899996
IA6484093,0,1.63,.66000003,0,0,10.54,0,1.63,11.2
IA6500823,0,0,2.0799999,0,0,.60000002,0,0,2.6799998
IA6520019,0,0,5,0,4.5,2.6000001,0,4.5,7.6000004
IA6525090,12.77,15.02,12.77,18.6,56.799999,18.6,31.370001,71.82,31.370001
IA6527038,0,.94999999,2.5999999,4.9400001,4.9400001,3.2350001,4.9400001,5.8899999,5.835
IA6527545,0,0,.66666669,0,0,0,0,0,.66666669
IA6529043,0,0,0,0,3.2,11,0,3.2,11
IA6545020,0,0,3.0899999,0,0,2.325,0,0,5.415
IA6575052,16.4,14.3,18.5,0,0,20.200001,16.4,14.3,38.700001
IA6600901,0,0,0,0,0,0,0,0,0
IA6663001,0,0,4.6199999,18.6,0,18.6,18.6,0,23.220001
IA6668001,0,0,0,0,0,.88999999,0,0,.88999999
IA6673016,0,0,0,0,0,5,0,0,5
IA6677089,0,.5,0,0,.60000002,0,0,1.1,0
IA6709017,0,0,0,0,0,0,0,0,0
IA6727028,0,0,0,0,0,5.5999999,0,0,5.5999999
IA6731006,0,0,0,0,0,.82999998,0,0,.82999998
IA6739095,0,0,14,27,0,27,27,0,41
IA6749061,0,0,1.3,0,0,0,0,0,1.3
IA6762043,0,0,0,0,2.0999999,2.7333333,0,2.0999999,2.7333333
IA6769018,0,0,0,0,0,0,0,0,0
IA6803010,28.734545,18.756001,37.049999,49.883335,53.099998,48.275002,78.617882,71.856003,85.324997
IA6858000,26.200001,40.099998,22.725,41.799999,43.360001,37.900002,68,83.459999,60.625
IA6915015,0,0,0,0,.57999998,0,0,.57999998,0
IA6950075,0,1.96,2.3899999,0,0,1.64,0,1.96,4.0299997
IA6950701,0,0,19.025,0,0,3.1700001,0,0,22.195
IA6965091,0,0,4.5,14,4.5,14,14,4.5,18.5
IA6985051,9,1,9,16,6.3000002,16,25,7.3000002,25
IA7000617,0,0,0,0,0,0,0,0,0
IA7000689,0,0,0,0,0,0,0,0,0
IA7009071,0,0,0,0,1,0,0,1,0
IA7038101,8,0,8,13,0,13,21,0,21
IA7048001,0,3.5,3.5,10.266666,5.1999998,10.266666,10.266666,8.6999998,13.766666
IA7048161,0,0,2,12,0,12,12,0,14
IA7048310,0,0,1.0599999,0,0,0,0,0,1.0599999
IA7048332,0,0,0,0,0,0,0,0,0
IA7063096,0,0,0,0,0,0,0,0,0
IA7073010,0,0,.66666669,4.5,0,4.5,4.5,0,5.1666665
IA7073834,0,0,0,0,0,0,0,0,0
IA7078026,11.1,1.385,11.1,0,0,3.04,11.1,1.385,14.14
IA7109065,0,0,3,0,0,2.95,0,0,5.9499998
IA7128036,0,0,0,2.97,0,2.97,2.97,0,2.97
IA7139032,5.4000001,0,5.4000001,13.3,0,13.3,18.700001,0,18.700001
IA7155059,0,0,0,0,0,0,0,0,0
IA7165025,12.4,0,12.4,0,.89999998,14.780001,12.4,.89999998,27.18
IA7170040,19.526667,14,20.217501,57,35.5,63.142857,76.526665,49.5,83.360359
